rank,clean_rank,name,location,ranking_source,stats_number_students_clean,stats_student_staff_ratio_clean,KPI_Global_Ranking_Score,KPI_Research_Impact_Score,KPI_Faculty_To_Student_Ratio,KPI_International_Student_Pct,KPI_Academic_Reputation_Score,KPI_Research_Productivity_Index,scores_overall,scores_teaching,scores_research,scores_citations,scores_industry_income,scores_international_outlook
Reporter,,Shonan Institute of Technology,Japan,THE World University Rankings 2024,2262.0,30.2,25.5,21.84,0.0331,8.0,26.9,24.3,25.5,26.9,13.5,27.4,53.1,30.9
Reporter,,Silesian University in Opava,Czech Republic,THE World University Rankings 2024,6198.0,20.0,25.5,27.62,0.05,5.0,21.05,25.62,25.5,21.05,18.5,33.7,30.5,52.15
Reporter,,SIMAD University,Somalia,THE World University Rankings 2024,3358.0,18.1,30.45,34.52,0.0552,0.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Simón Bolívar University (Colombia),Colombia,THE World University Rankings 2024,19223.0,21.0,16.2,16.28,0.0476,1.0,19.2,15.04,16.2,19.2,10.7,20.0,17.9,41.1
Reporter,,Universidad del Sinú,Colombia,THE World University Rankings 2024,31467.0,26.8,16.2,16.28,0.0373,0.0,19.2,15.04,16.2,19.2,10.7,20.0,17.9,41.1
Reporter,,Sir Syed University of Engineering and Technology,Pakistan,THE World University Rankings 2024,6771.0,17.5,30.45,42.04,0.0571,0.0,18.4,30.47,30.450000000000003,18.4,11.5,62.4,19.2,48.7
Reporter,,Skolkovo Institute of Science and Technology (Skoltech),Russia,THE World University Rankings 2024,1063.0,8.8,16.2,14.76,0.1136,21.0,23.5,15.92,16.2,23.5,12.45,16.3,26.6,34.45
Reporter,,Sohar University,Oman,THE World University Rankings 2024,3842.0,28.5,39.4,46.26,0.0351,2.0,28.1,38.26,39.4,28.1,22.2,62.3,35.7,74.0
Reporter,,"Solent University, Southampton",United Kingdom,THE World University Rankings 2024,8810.0,17.4,52.05,56.17,0.0575,34.0,25.15,47.21,52.05,25.15,23.65,77.85,54.25,91.45
Reporter,,"Soochow University, Taiwan",Taiwan,THE World University Rankings 2024,14828.0,34.6,25.5,27.88,0.0289,4.0,19.7,32.25,25.5,19.7,24.4,30.2,63.2,37.7
Reporter,,University of Sopron,Hungary,THE World University Rankings 2024,2652.0,13.6,30.45,28.04,0.0735,4.0,25.8,25.74,30.450000000000003,25.8,16.4,35.8,33.4,51.3
Reporter,,University of Souk Ahras,Algeria,THE World University Rankings 2024,11957.0,19.4,16.2,12.08,0.0515,0.0,17.5,11.88,16.2,17.5,8.6,14.4,16.9,37.4
Reporter,,Institute of Southern Punjab – Multan,Pakistan,THE World University Rankings 2024,5193.0,19.4,30.45,42.04,0.0515,0.0,18.4,30.47,30.450000000000003,18.4,11.5,62.4,19.2,48.7
Reporter,,Southern Technical University,Iraq,THE World University Rankings 2024,17370.0,34.5,16.2,17.58,0.029,0.0,21.4,15.03,16.2,21.4,8.4,23.7,16.9,26.1
Reporter,,Sri Balaji Vidyapeeth,India,THE World University Rankings 2024,4625.0,8.7,30.45,36.2,0.1149,1.0,29.9,28.33,30.450000000000003,29.9,14.0,51.0,23.2,24.1
Reporter,,Sri Lanka Institute of Information Technology,Sri Lanka,THE World University Rankings 2024,13581.0,56.8,23.33,31.93,0.0176,0.0,17.6,23.84,23.325000000000003,17.6,9.1,47.150000000000006,18.55,37.75
Reporter,,State Energy Institute of Turkmenistan,Turkmenistan,THE World University Rankings 2024,2402.0,13.0,30.45,34.52,0.0769,1.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Stavropol State Agrarian University,Russia,THE World University Rankings 2024,4007.0,6.8,16.2,14.76,0.1471,7.0,23.5,15.92,16.2,23.5,12.45,16.3,26.6,34.45
Reporter,,St Luke’s International University,Japan,THE World University Rankings 2024,727.0,8.7,25.5,21.84,0.1149,2.0,26.9,24.3,25.5,26.9,13.5,27.4,53.1,30.9
Reporter,,"St Mary’s University College, Belfast",United Kingdom,THE World University Rankings 2024,940.0,23.5,52.05,56.17,0.0426,48.0,25.15,47.21,52.05,25.15,23.65,77.85,54.25,91.45
Reporter,,"St Mary’s University, Twickenham",United Kingdom,THE World University Rankings 2024,4505.0,15.8,52.05,56.17,0.0633,23.0,25.15,47.21,52.05,25.15,23.65,77.85,54.25,91.45
Reporter,,Stranmillis University College,United Kingdom,THE World University Rankings 2024,1115.0,24.8,52.05,56.17,0.0403,18.0,25.15,47.21,52.05,25.15,23.65,77.85,54.25,91.45
Reporter,,University of Suffolk,United Kingdom,THE World University Rankings 2024,3175.0,15.1,52.05,56.17,0.0662,14.0,25.15,47.21,52.05,25.15,23.65,77.85,54.25,91.45
Reporter,,University of Sufism and Modern Sciences (USMS),Pakistan,THE World University Rankings 2024,646.0,28.1,30.45,42.04,0.0356,5.0,18.4,30.47,30.450000000000003,18.4,11.5,62.4,19.2,48.7
Reporter,,Sugiyama Jogakuen University,Japan,THE World University Rankings 2024,5808.0,28.3,25.5,21.84,0.0353,1.0,26.9,24.3,25.5,26.9,13.5,27.4,53.1,30.9
Reporter,,Sukkur IBA University,Pakistan,THE World University Rankings 2024,4345.0,15.4,30.45,42.04,0.0649,0.0,18.4,30.47,30.450000000000003,18.4,11.5,62.4,19.2,48.7
Reporter,,Suleyman Demirel University,Kazakhstan,THE World University Rankings 2024,7319.0,22.7,20.85,19.0,0.0441,0.0,23.75,17.75,20.85,23.75,11.35,24.1,24.25,70.6
Reporter,,University of Swabi,Pakistan,THE World University Rankings 2024,1090.0,11.6,30.45,42.04,0.0862,0.0,18.4,30.47,30.450000000000003,18.4,11.5,62.4,19.2,48.7
Reporter,,Tafila Technical University,Jordan,THE World University Rankings 2024,5320.0,22.9,25.5,30.26,0.0437,1.0,19.8,24.6,25.5,19.8,13.4,41.5,22.5,61.1
Reporter,,University of Taipei,Taiwan,THE World University Rankings 2024,8117.0,19.9,25.5,27.88,0.0503,3.0,19.7,32.25,25.5,19.7,24.4,30.2,63.2,37.7
Reporter,,Takushoku University,Japan,THE World University Rankings 2024,9033.0,12.7,25.5,21.84,0.0787,13.0,26.9,24.3,25.5,26.9,13.5,27.4,53.1,30.9
Reporter,,Tama Art University,Japan,THE World University Rankings 2024,4745.0,33.4,25.5,21.84,0.0299,11.0,26.9,24.3,25.5,26.9,13.5,27.4,53.1,30.9
Reporter,,University of Tamanghasset,Algeria,THE World University Rankings 2024,8224.0,32.0,16.2,12.08,0.0312,0.0,17.5,11.88,16.2,17.5,8.6,14.4,16.9,37.4
Reporter,,Tarlac Agricultural University,Philippines,THE World University Rankings 2024,6518.0,26.1,20.85,25.72,0.0383,0.0,22.5,21.41,20.85,22.5,11.8,35.0,21.75,35.95
Reporter,,Tarsus University,Turkey,THE World University Rankings 2024,2926.0,22.7,16.2,23.82,0.0441,1.0,18.4,20.62,16.2,18.4,11.7,31.9,24.0,31.5
Reporter,,Tashkent Institute of Chemical Technology,Uzbekistan,THE World University Rankings 2024,5140.0,17.1,30.45,34.52,0.0585,0.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Tashkent Institute of Finance,Uzbekistan,THE World University Rankings 2024,9115.0,22.7,30.45,34.52,0.0441,1.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Tashkent University of Information Technologies,Uzbekistan,THE World University Rankings 2024,18118.0,19.4,30.45,34.52,0.0515,0.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Tashkent Institute of Irrigation and Agricultural Mechanisation,Uzbekistan,THE World University Rankings 2024,5750.0,7.4,30.45,34.52,0.1351,5.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Tashkent Medical Academy,Uzbekistan,THE World University Rankings 2024,7541.0,9.8,30.45,34.52,0.102,2.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Tashkent Pediatric Medical Institute,Uzbekistan,THE World University Rankings 2024,5946.0,10.1,30.45,34.52,0.099,1.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Tashkent Pharmaceutical Institute,Uzbekistan,THE World University Rankings 2024,3644.0,13.4,30.45,34.52,0.0746,12.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Tashkent State Dental Institute,Uzbekistan,THE World University Rankings 2024,4826.0,8.9,30.45,34.52,0.1124,3.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Tashkent State University of Economics,Uzbekistan,THE World University Rankings 2024,13484.0,21.0,30.45,34.52,0.0476,3.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Tashkent State University of Law,Uzbekistan,THE World University Rankings 2024,4850.0,10.8,30.45,34.52,0.0926,1.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Tashkent State University of Oriental Studies,Uzbekistan,THE World University Rankings 2024,4664.0,14.8,30.45,34.52,0.0676,1.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Tashkent State Pedagogical University named after Nizami,Uzbekistan,THE World University Rankings 2024,15698.0,22.2,30.45,34.52,0.045,1.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Tashkent State Technical University,Uzbekistan,THE World University Rankings 2024,13889.0,12.6,30.45,34.52,0.0794,0.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Tashkent State Transport University,Uzbekistan,THE World University Rankings 2024,17437.0,24.1,30.45,34.52,0.0415,0.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Tashkent Institute of Textile and Light Industry,Uzbekistan,THE World University Rankings 2024,4189.0,11.5,30.45,34.52,0.087,0.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Tata Institute of Fundamental Research,India,THE World University Rankings 2024,758.0,3.0,30.45,36.2,0.3333,0.0,29.9,28.33,30.450000000000003,29.9,14.0,51.0,23.2,24.1
Reporter,,Tatung University,Taiwan,THE World University Rankings 2024,3926.0,19.4,25.5,27.88,0.0515,3.0,19.7,32.25,25.5,19.7,24.4,30.2,63.2,37.7
Reporter,,T. C. Demiroğlu Bilim University,Turkey,THE World University Rankings 2024,2025.0,10.3,16.2,23.82,0.0971,0.0,18.4,20.62,16.2,18.4,11.7,31.9,24.0,31.5
Reporter,,Teacher Education College of Setif,Algeria,THE World University Rankings 2024,1397.0,14.7,16.2,12.08,0.068,0.0,17.5,11.88,16.2,17.5,8.6,14.4,16.9,37.4
Reporter,,Technical University of Moldova,Moldova,THE World University Rankings 2024,8183.0,11.6,30.45,34.52,0.0862,2.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,University of Technology Nowshera,Pakistan,THE World University Rankings 2024,558.0,37.2,30.45,42.04,0.0269,0.0,18.4,30.47,30.450000000000003,18.4,11.5,62.4,19.2,48.7
Reporter,,Universidad Técnica de Manabí,Ecuador,THE World University Rankings 2024,30310.0,29.7,16.2,12.94,0.0337,1.0,15.9,12.5,16.2,15.9,9.4,15.3,16.3,52.1
Reporter,,Universidad Tecnológica de Bolívar,Colombia,THE World University Rankings 2024,5714.0,21.8,16.2,16.28,0.0459,0.0,19.2,15.04,16.2,19.2,10.7,20.0,17.9,41.1
Reporter,,Universidad Tecnológica de Santiago (UTESA),Dominican Republic,THE World University Rankings 2024,44529.0,117.8,30.45,34.52,0.0085,4.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Tecnológico de Costa Rica,Costa Rica,THE World University Rankings 2024,11125.0,14.5,20.85,20.26,0.069,2.0,20.15,17.47,20.85,20.15,9.55,27.4,20.7,45.85
Reporter,,Instituto Tecnológico Metropolitano,Colombia,THE World University Rankings 2024,25527.0,24.8,16.2,16.28,0.0403,0.0,19.2,15.04,16.2,19.2,10.7,20.0,17.9,41.1
Reporter,,Teerthanker Mahaveer University,India,THE World University Rankings 2024,9894.0,11.9,30.45,36.2,0.084,0.0,29.9,28.33,30.450000000000003,29.9,14.0,51.0,23.2,24.1
Reporter,,Teikyo Heisei University,Japan,THE World University Rankings 2024,10057.0,19.7,25.5,21.84,0.0508,1.0,26.9,24.3,25.5,26.9,13.5,27.4,53.1,30.9
Reporter,,Universiti Teknologi Brunei,Brunei Darussalam,THE World University Rankings 2024,1306.0,6.7,47.2,57.16,0.1493,7.0,28.5,44.48,47.2,28.5,28.9,76.0,22.9,75.7
Reporter,,Institut Teknologi Nasional Bandung (ITENAS Bandung),Indonesia,THE World University Rankings 2024,5272.0,22.3,16.2,20.29,0.0448,0.0,19.55,18.11,16.2,19.55,11.05,26.450000000000003,22.200000000000003,33.7
Reporter,,University of Telafer,Iraq,THE World University Rankings 2024,1917.0,32.0,16.2,17.58,0.0312,0.0,21.4,15.03,16.2,21.4,8.4,23.7,16.9,26.1
Reporter,,Institute of Telecommunications and Informatics of Turkmenistan,Turkmenistan,THE World University Rankings 2024,2899.0,9.7,30.45,34.52,0.1031,0.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Tenri University,Japan,THE World University Rankings 2024,3156.0,23.4,25.5,21.84,0.0427,6.0,26.9,24.3,25.5,26.9,13.5,27.4,53.1,30.9
Reporter,,Termez State University,Uzbekistan,THE World University Rankings 2024,25511.0,26.2,30.45,34.52,0.0382,1.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Termez Institute of Engineering and Technology,Uzbekistan,THE World University Rankings 2024,5877.0,41.7,30.45,34.52,0.024,0.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Termiz Institute of Agrotechnology and Innovative Development,Uzbekistan,THE World University Rankings 2024,2049.0,17.4,30.45,34.52,0.0575,0.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,University of the Thai Chamber of Commerce,Thailand,THE World University Rankings 2024,18818.0,31.0,25.5,25.4,0.0323,12.0,19.4,24.12,25.5,19.4,14.6,32.6,36.1,35.4
Reporter,,University of Thi-Qar,Iraq,THE World University Rankings 2024,21792.0,15.9,16.2,17.58,0.0629,0.0,21.4,15.03,16.2,21.4,8.4,23.7,16.9,26.1
Reporter,,Thomas Adewumi University,Nigeria,THE World University Rankings 2024,60.0,2.9,16.2,23.64,0.3448,0.0,18.3,19.48,16.2,18.3,11.1,32.0,18.2,40.1
Reporter,,Tikrit University,Iraq,THE World University Rankings 2024,39611.0,13.6,16.2,17.58,0.0735,0.0,21.4,15.03,16.2,21.4,8.4,23.7,16.9,26.1
Reporter,,Tishk International University,Iraq,THE World University Rankings 2024,4515.0,13.0,16.2,17.58,0.0769,0.0,21.4,15.03,16.2,21.4,8.4,23.7,16.9,26.1
Reporter,,Tissemsilt University,Algeria,THE World University Rankings 2024,6127.0,19.0,16.2,12.08,0.0526,0.0,17.5,11.88,16.2,17.5,8.6,14.4,16.9,37.4
Reporter,,Tohoku Gakuin University,Japan,THE World University Rankings 2024,11105.0,36.7,25.5,21.84,0.0272,0.0,26.9,24.3,25.5,26.9,13.5,27.4,53.1,30.9
Reporter,,Tokyo University of Foreign Studies,Japan,THE World University Rankings 2024,4359.0,16.6,25.5,21.84,0.0602,10.0,26.9,24.3,25.5,26.9,13.5,27.4,53.1,30.9
Reporter,,Tokyo University of Technology,Japan,THE World University Rankings 2024,7695.0,27.3,25.5,21.84,0.0366,4.0,26.9,24.3,25.5,26.9,13.5,27.4,53.1,30.9
Reporter,,Tomsk State Pedagogical University,Russia,THE World University Rankings 2024,5000.0,20.5,16.2,14.76,0.0488,6.0,23.5,15.92,16.2,23.5,12.45,16.3,26.6,34.45
Reporter,,Toraighyrov University,Kazakhstan,THE World University Rankings 2024,8732.0,14.1,20.85,19.0,0.0709,2.0,23.75,17.75,20.85,23.75,11.35,24.1,24.25,70.6
Reporter,,Trinity Laban Conservatoire of Music and Dance,United Kingdom,THE World University Rankings 2024,1150.0,9.6,52.05,56.17,0.1042,34.0,25.15,47.21,52.05,25.15,23.65,77.85,54.25,91.45
Reporter,,University of Tripoli,Libya,THE World University Rankings 2024,70237.0,19.8,30.45,34.52,0.0505,2.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Turan-Astana University,Kazakhstan,THE World University Rankings 2024,1446.0,9.2,20.85,19.0,0.1087,2.0,23.75,17.75,20.85,23.75,11.35,24.1,24.25,70.6
Reporter,,Turin Polytechnic University in Tashkent,Uzbekistan,THE World University Rankings 2024,1904.0,39.7,30.45,34.52,0.0252,1.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Turkmen State Architecture and Construction Institute,Turkmenistan,THE World University Rankings 2024,3416.0,9.9,30.45,34.52,0.101,0.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Turkmen State Institute of Economics and Management,Turkmenistan,THE World University Rankings 2024,3574.0,13.1,30.45,34.52,0.0763,0.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Tver State Technical University,Russia,THE World University Rankings 2024,3229.0,8.5,16.2,14.76,0.1176,10.0,23.5,15.92,16.2,23.5,12.45,16.3,26.6,34.45
Reporter,,Ubon Ratchathani University,Thailand,THE World University Rankings 2024,16687.0,23.9,25.5,25.4,0.0418,0.0,19.4,24.12,25.5,19.4,14.6,32.6,36.1,35.4
Reporter,,UBT,Kosovo,THE World University Rankings 2024,14191.0,12.6,16.2,12.5,0.0794,3.0,11.8,12.9,16.2,11.8,10.7,13.7,18.4,38.9
Reporter,,"UEES, Espiritu Santo University",Ecuador,THE World University Rankings 2024,3425.0,12.8,16.2,12.94,0.0781,24.0,15.9,12.5,16.2,15.9,9.4,15.3,16.3,52.1
Reporter,,UIN Sulthan Thaha Saifuddin Jambi,Indonesia,THE World University Rankings 2024,17661.0,47.0,16.2,20.29,0.0213,0.0,19.55,18.11,16.2,19.55,11.05,26.450000000000003,22.200000000000003,33.7
Reporter,,Ulyanovsk State University,Russia,THE World University Rankings 2024,10691.0,18.2,16.2,14.76,0.0549,17.0,23.5,15.92,16.2,23.5,12.45,16.3,26.6,34.45
Reporter,,Ulyanovsk State Technical University,Russia,THE World University Rankings 2024,6412.0,16.6,16.2,14.76,0.0602,8.0,23.5,15.92,16.2,23.5,12.45,16.3,26.6,34.45
Reporter,,UNESC,Brazil,THE World University Rankings 2024,10052.0,19.7,16.2,20.01,0.0508,0.0,24.95,18.82,16.2,24.95,12.75,24.85,25.0,28.25
Reporter,,Unichristus,Brazil,THE World University Rankings 2024,5055.0,10.6,16.2,20.01,0.0943,0.0,24.95,18.82,16.2,24.95,12.75,24.85,25.0,28.25
Reporter,,United International University,Bangladesh,THE World University Rankings 2024,4759.0,21.9,30.45,39.54,0.0457,1.0,17.0,28.34,30.450000000000003,17.0,9.9,59.3,17.6,43.7
Reporter,,Universiapolis – Université Internationale d’Agadir,Morocco,THE World University Rankings 2024,2628.0,22.9,16.2,24.28,0.0437,11.0,20.5,19.72,16.2,20.5,10.3,33.6,18.7,28.2
Reporter,,Ural State University of Economics,Russia,THE World University Rankings 2024,3831.0,8.7,16.2,14.76,0.1149,8.0,23.5,15.92,16.2,23.5,12.45,16.3,26.6,34.45
Reporter,,Ural State Medical University,Russia,THE World University Rankings 2024,7720.0,14.2,16.2,14.76,0.0704,10.0,23.5,15.92,16.2,23.5,12.45,16.3,26.6,34.45
Reporter,,Urgench State University,Uzbekistan,THE World University Rankings 2024,25783.0,20.3,30.45,34.52,0.0493,4.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Uruk University,Iraq,THE World University Rankings 2024,8309.0,21.9,16.2,17.58,0.0457,0.0,21.4,15.03,16.2,21.4,8.4,23.7,16.9,26.1
Reporter,,Universidad UTE,Ecuador,THE World University Rankings 2024,8302.0,18.7,16.2,12.94,0.0535,1.0,15.9,12.5,16.2,15.9,9.4,15.3,16.3,52.1
Reporter,,National University of Uzbekistan named after Mirzo Ulugbek,Uzbekistan,THE World University Rankings 2024,18241.0,13.2,30.45,34.52,0.0758,2.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Uzbekistan State University of World Languages,Uzbekistan,THE World University Rankings 2024,19466.0,20.6,30.45,34.52,0.0485,0.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Uzbek State University of Physical Culture and Sport,Uzbekistan,THE World University Rankings 2024,13799.0,29.7,30.45,34.52,0.0337,0.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Valahia University of Targoviste,Romania,THE World University Rankings 2024,5618.0,22.0,25.5,26.66,0.0455,1.0,19.55,21.6,25.5,19.55,11.45,36.8,20.0,36.5
Reporter,,University of Vale do Itajaí,Brazil,THE World University Rankings 2024,9308.0,16.4,16.2,20.01,0.061,1.0,24.95,18.82,16.2,24.95,12.75,24.85,25.0,28.25
Reporter,,Varendra University,Bangladesh,THE World University Rankings 2024,2876.0,19.7,30.45,39.54,0.0508,0.0,17.0,28.34,30.450000000000003,17.0,9.9,59.3,17.6,43.7
Reporter,,Varna University of Management,Bulgaria,THE World University Rankings 2024,429.0,13.0,16.2,19.4,0.0769,35.0,28.3,18.32,16.2,28.3,12.2,24.2,25.0,39.4
Reporter,,Vasyl Stefanyk Precarpathian National University,Ukraine,THE World University Rankings 2024,12268.0,15.3,25.5,13.56,0.0654,0.0,22.9,13.24,25.5,22.9,9.9,16.0,17.9,31.7
Reporter,,"Veritas University, Abuja",Nigeria,THE World University Rankings 2024,4626.0,15.9,16.2,23.64,0.0629,3.0,18.3,19.48,16.2,18.3,11.1,32.0,18.2,40.1
Reporter,,University of Veterinary Medicine and Pharmacy in Košice,Slovakia,THE World University Rankings 2024,2001.0,9.0,25.5,22.0,0.1111,44.0,27.6,20.29,25.5,27.6,13.9,27.4,25.0,44.8
Reporter,,Vila Velha University,Brazil,THE World University Rankings 2024,4915.0,18.5,16.2,20.01,0.0541,1.0,24.95,18.82,16.2,24.95,12.75,24.85,25.0,28.25
Reporter,,Vinayaka Mission’s Research Foundation,India,THE World University Rankings 2024,13195.0,9.5,30.45,36.2,0.1053,0.0,29.9,28.33,30.450000000000003,29.9,14.0,51.0,23.2,24.1
Reporter,,Visayas State University,Philippines,THE World University Rankings 2024,7946.0,16.6,20.85,25.72,0.0602,0.0,22.5,21.41,20.85,22.5,11.8,35.0,21.75,35.95
Reporter,,Visvesvaraya Technological University,India,THE World University Rankings 2024,3578.0,19.7,30.45,36.2,0.0508,0.0,29.9,28.33,30.450000000000003,29.9,14.0,51.0,23.2,24.1
Reporter,,Volgograd State Medical University,Russia,THE World University Rankings 2024,6524.0,5.9,16.2,14.76,0.1695,32.0,23.5,15.92,16.2,23.5,12.45,16.3,26.6,34.45
Reporter,,University of Wales Trinity Saint David,United Kingdom,THE World University Rankings 2024,11305.0,23.6,52.05,56.17,0.0424,32.0,25.15,47.21,52.05,25.15,23.65,77.85,54.25,91.45
Reporter,,University of Warith Alanbiyaa,Iraq,THE World University Rankings 2024,3214.0,16.7,16.2,17.58,0.0599,0.0,21.4,15.03,16.2,21.4,8.4,23.7,16.9,26.1
Reporter,,Wasit University,Iraq,THE World University Rankings 2024,19300.0,20.7,16.2,17.58,0.0483,0.0,21.4,15.03,16.2,21.4,8.4,23.7,16.9,26.1
Reporter,,Westcliff University,United States,THE World University Rankings 2024,3890.0,12.8,57.25,57.78,0.0781,85.0,39.5,52.28,57.25,39.5,30.3,76.1,70.0,57.8
Reporter,,Western Caspian University,Azerbaijan,THE World University Rankings 2024,3282.0,10.1,16.2,11.72,0.099,6.0,20.1,12.08,16.2,20.1,8.6,13.8,19.7,35.5
Reporter,,West Ukrainian National University,Ukraine,THE World University Rankings 2024,11845.0,21.0,25.5,13.56,0.0476,3.0,22.9,13.24,25.5,22.9,9.9,16.0,17.9,31.7
Reporter,,West Virginia University,United States,THE World University Rankings 2024,24473.0,18.3,57.25,57.78,0.0546,5.0,39.5,52.28,57.25,39.5,30.3,76.1,70.0,57.8
Reporter,,WHU: Beisheim,Germany,THE World University Rankings 2024,1880.0,31.3,59.5,65.18,0.0319,32.0,39.8,62.04,59.5,39.8,43.4,79.7,83.0,65.7
Reporter,,Women University Mardan,Pakistan,THE World University Rankings 2024,2627.0,26.5,30.45,42.04,0.0377,1.0,18.4,30.47,30.450000000000003,18.4,11.5,62.4,19.2,48.7
Reporter,,The Women University Multan,Pakistan,THE World University Rankings 2024,7072.0,38.0,30.45,42.04,0.0263,0.0,18.4,30.47,30.450000000000003,18.4,11.5,62.4,19.2,48.7
Reporter,,University of Worcester,United Kingdom,THE World University Rankings 2024,7485.0,17.2,52.05,56.17,0.0581,14.0,25.15,47.21,52.05,25.15,23.65,77.85,54.25,91.45
Reporter,,World University of Bangladesh (WUB),Bangladesh,THE World University Rankings 2024,5200.0,20.8,30.45,39.54,0.0481,0.0,17.0,28.34,30.450000000000003,17.0,9.9,59.3,17.6,43.7
Reporter,,The World Islamic Sciences and Education University (WISE),Jordan,THE World University Rankings 2024,8207.0,27.2,25.5,30.26,0.0368,8.0,19.8,24.6,25.5,19.8,13.4,41.5,22.5,61.1
Reporter,,Wrexham Glyndwr University,United Kingdom,THE World University Rankings 2024,4335.0,25.5,52.05,56.17,0.0392,19.0,25.15,47.21,52.05,25.15,23.65,77.85,54.25,91.45
Reporter,,Writtle University College,United Kingdom,THE World University Rankings 2024,675.0,7.5,52.05,56.17,0.1333,9.0,25.15,47.21,52.05,25.15,23.65,77.85,54.25,91.45
Reporter,,WSB Academy,Poland,THE World University Rankings 2024,4682.0,6.4,25.5,27.1,0.1562,49.0,23.0,23.96,25.5,23.0,13.9,35.9,29.6,32.3
Reporter,,Yagshigeldi Kakayev International University of Oil and Gas,Turkmenistan,THE World University Rankings 2024,5388.0,11.4,30.45,34.52,0.0877,1.0,24.2,29.04,30.450000000000003,24.2,14.6,47.8,33.4,43.25
Reporter,,Yamaguchi Prefectural University,Japan,THE World University Rankings 2024,1361.0,16.2,25.5,21.84,0.0617,2.0,26.9,24.3,25.5,26.9,13.5,27.4,53.1,30.9
Reporter,,Yanka Kupala State University of Grodno,Belarus,THE World University Rankings 2024,10900.0,15.7,25.5,14.8,0.0637,10.0,25.5,20.01,25.5,25.5,11.5,17.0,55.4,66.8
Reporter,,Yaşar University,Turkey,THE World University Rankings 2024,5908.0,11.7,16.2,23.82,0.0855,2.0,18.4,20.62,16.2,18.4,11.7,31.9,24.0,31.5
Reporter,,York St John University,United Kingdom,THE World University Rankings 2024,6450.0,18.4,52.05,56.17,0.0543,13.0,25.15,47.21,52.05,25.15,23.65,77.85,54.25,91.45
Reporter,,"Yusuf Maitama Sule University, Kano",Nigeria,THE World University Rankings 2024,12086.0,26.2,16.2,23.64,0.0382,0.0,18.3,19.48,16.2,18.3,11.1,32.0,18.2,40.1
Reporter,,Zarqa University,Jordan,THE World University Rankings 2024,5881.0,17.0,25.5,30.26,0.0588,35.0,19.8,24.6,25.5,19.8,13.4,41.5,22.5,61.1
Reporter,,Zhetysu University,Kazakhstan,THE World University Rankings 2024,4872.0,18.2,20.85,19.0,0.0549,0.0,23.75,17.75,20.85,23.75,11.35,24.1,24.25,70.6
Reporter,,Zhytomyr Polytechnic State University,Ukraine,THE World University Rankings 2024,4454.0,16.1,25.5,13.56,0.0621,1.0,22.9,13.24,25.5,22.9,9.9,16.0,17.9,31.7
