rank,clean_rank,name,location,ranking_source,stats_number_students_clean,stats_student_staff_ratio_clean,KPI_Global_Ranking_Score,KPI_Research_Impact_Score,KPI_Faculty_To_Student_Ratio,KPI_International_Student_Pct,KPI_Academic_Reputation_Score,KPI_Research_Productivity_Index,scores_overall,scores_teaching,scores_research,scores_citations,scores_industry_income,scores_international_outlook
Reporter,,Ziane Achour University of Djelfa,Algeria,THE World University Rankings 2024,31103.0,28.5,16.2,12.08,0.0351,0.0,17.5,11.88,16.2,17.5,8.6,14.4,16.9,37.4
Reporter,,Ziauddin University,Pakistan,THE World University Rankings 2024,5672.0,9.2,30.45,42.04,0.1087,0.0,18.4,30.47,30.450000000000003,18.4,11.5,62.4,19.2,48.7
1,1.0,University of Oxford,United Kingdom,QS World University Rankings 2026,21750.0,10.9,98.5,99.4,0.0917,42.0,96.6,99.46,98.5,96.6,100.0,99.0,98.7,97.5
2,2.0,Stanford University,United States,QS World University Rankings 2026,14517.0,6.4,98.0,98.88,0.1562,23.0,99.0,98.76,98.0,99.0,97.8,99.6,100.0,87.0
3,3.0,Massachusetts Institute of Technology,United States,QS World University Rankings 2026,11085.0,8.0,97.9,98.3,0.125,33.0,98.6,98.0,97.9,98.6,96.2,99.7,100.0,93.8
4,4.0,Harvard University,United States,QS World University Rankings 2026,20050.0,9.0,97.8,99.6,0.1111,25.0,97.7,97.37,97.8,97.7,99.9,99.4,84.2,90.8
5,5.0,University of Cambridge,United Kingdom,QS World University Rankings 2026,20565.0,11.5,97.5,98.8,0.087,38.0,95.8,97.48,97.5,95.8,100.0,98.0,87.9,97.4
6,6.0,Princeton University,United States,QS World University Rankings 2026,7753.0,7.3,96.9,98.44,0.137,23.0,96.3,97.8,96.9,96.3,97.9,98.8,95.1,89.1
7,7.0,California Institute of Technology,United States,QS World University Rankings 2026,2240.0,6.1,96.5,96.74,0.1639,33.0,96.6,97.56,96.5,96.6,98.0,95.9,100.0,90.6
8,8.0,Imperial College London,United Kingdom,QS World University Rankings 2026,20275.0,11.8,95.1,97.36,0.0847,61.0,90.9,95.9,95.1,90.9,95.5,98.6,90.9,98.3
9,9.0,"University of California, Berkeley",United States,QS World University Rankings 2026,39991.0,17.9,94.6,98.92,0.0559,22.0,87.2,98.96,94.6,87.2,98.8,99.0,99.4,86.8
10,10.0,Yale University,United States,QS World University Rankings 2026,11924.0,5.2,94.2,96.58,0.1923,21.0,94.0,94.62,94.2,94.0,94.9,97.7,86.5,82.4
11,11.0,ETH Zurich,Switzerland,QS World University Rankings 2026,22619.0,15.4,93.1,96.08,0.0649,43.0,87.6,94.29,93.1,87.6,96.8,95.6,82.9,95.6
12,12.0,Tsinghua University,China,QS World University Rankings 2026,38518.0,11.2,92.4,95.16,0.0893,10.0,95.3,96.65,92.4,95.3,98.1,93.2,99.9,51.7
13,13.0,The University of Chicago,United States,QS World University Rankings 2026,15792.0,6.2,92.1,95.04,0.1613,36.0,89.6,93.83,92.1,89.6,91.2,97.6,93.8,82.3
14,14.0,Peking University,China,QS World University Rankings 2026,33064.0,10.9,91.8,91.24,0.0917,14.0,95.6,93.99,91.8,95.6,97.3,87.2,98.8,70.2
15,15.0,Johns Hopkins University,United States,QS World University Rankings 2026,15772.0,4.1,91.1,95.24,0.2439,28.0,84.4,95.17,91.1,84.4,92.3,97.2,100.0,84.2
16,16.0,University of Pennsylvania,United States,QS World University Rankings 2026,21312.0,6.2,91.0,94.44,0.1613,22.0,87.7,93.66,91.0,87.7,89.7,97.6,97.7,78.8
17,17.0,Columbia University,United States,QS World University Rankings 2026,25914.0,5.2,90.9,94.32,0.1923,35.0,88.6,90.22,90.9,88.6,89.7,97.4,75.2,86.9
18,18.0,"University of California, Los Angeles",United States,QS World University Rankings 2026,42634.0,9.6,90.1,94.6,0.1042,15.0,85.7,93.54,90.1,85.7,91.9,96.4,92.3,74.3
19,19.0,National University of Singapore,Singapore,QS World University Rankings 2026,33334.0,20.0,90.0,94.84,0.05,24.0,78.8,95.39,90.0,78.8,94.0,95.4,100.0,91.1
20,20.0,Cornell University,United States,QS World University Rankings 2026,23620.0,10.0,89.5,94.04,0.1,24.0,85.7,88.92,89.5,85.7,88.7,97.6,69.4,86.0
21,21.0,University of Toronto,Canada,QS World University Rankings 2026,79282.0,25.8,88.6,93.32,0.0388,27.0,77.5,93.94,88.6,77.5,94.1,92.8,96.1,90.7
22,22.0,UCL,United Kingdom,QS World University Rankings 2026,41110.0,11.3,88.1,93.72,0.0885,61.0,78.4,88.99,88.1,78.4,86.4,98.6,75.2,97.9
23,23.0,University of Michigan-Ann Arbor,United States,QS World University Rankings 2026,45783.0,8.1,87.4,92.26,0.1235,16.0,84.7,89.23,87.4,84.7,87.4,95.5,80.7,69.0
24,24.0,Carnegie Mellon University,United States,QS World University Rankings 2026,13562.0,11.9,86.3,93.18,0.084,44.0,75.0,90.01,86.3,75.0,84.6,98.9,87.3,85.5
25,25.0,University of Washington,United States,QS World University Rankings 2026,49486.0,10.1,85.3,92.32,0.099,16.0,78.0,87.76,85.3,78.0,83.5,98.2,77.6,73.2
26,26.0,Duke University,United States,QS World University Rankings 2026,15527.0,3.9,83.9,88.16,0.2564,18.0,79.3,86.72,83.9,79.3,76.1,96.2,100.0,74.8
27,27.0,New York University,United States,QS World University Rankings 2026,48461.0,11.8,83.5,90.54,0.0847,42.0,73.2,86.52,83.5,73.2,84.0,94.9,75.4,80.7
28,28.0,Northwestern University,United States,QS World University Rankings 2026,18894.0,13.1,83.2,90.2,0.0763,18.0,72.3,88.58,83.2,72.3,78.8,97.8,99.7,75.9
29,29.0,The University of Tokyo,Japan,QS World University Rankings 2026,26345.0,10.3,83.1,78.36,0.0971,15.0,93.9,85.83,83.1,93.9,94.2,67.8,100.0,49.7
30,30.0,University of Edinburgh,United Kingdom,QS World University Rankings 2026,33940.0,11.5,82.5,89.14,0.087,46.0,70.7,83.33,82.5,70.7,77.5,96.9,71.1,97.0
30,30.0,Technical University of Munich,Germany,QS World University Rankings 2026,35506.0,44.4,82.5,88.04,0.0225,39.0,69.8,89.05,82.5,69.8,85.1,90.0,100.0,83.1
32,32.0,"Nanyang Technological University, Singapore",Singapore,QS World University Rankings 2026,25895.0,16.7,82.3,89.06,0.0599,27.0,66.2,88.48,82.3,66.2,80.9,94.5,99.7,93.3
33,33.0,Ã‰cole Polytechnique FÃ©dÃ©rale de Lausanne,Switzerland,QS World University Rankings 2026,12543.0,13.5,81.4,83.46,0.0741,64.0,74.5,83.18,81.4,74.5,73.2,90.3,99.8,95.8
34,34.0,"University of California, San Diego",United States,QS World University Rankings 2026,40596.0,12.0,81.0,89.92,0.0833,19.0,66.0,88.36,81.0,66.0,78.4,97.6,100.0,74.3
35,35.0,University of Hong Kong,Hong Kong,QS World University Rankings 2026,18103.0,18.3,80.3,86.76,0.0546,43.0,65.6,84.17,80.3,65.6,72.3,96.4,95.2,96.8
36,36.0,Georgia Institute of Technology,United States,QS World University Rankings 2026,32079.0,28.0,80.0,88.02,0.0357,29.0,63.4,86.57,80.0,63.4,78.9,94.1,94.6,84.8
37,37.0,University of Melbourne,Australia,QS World University Rankings 2026,51307.0,25.1,79.2,84.62,0.0398,47.0,64.8,84.48,79.2,64.8,76.4,90.1,98.3,92.7
38,38.0,Kingâ€™s College London,United Kingdom,QS World University Rankings 2026,32835.0,13.9,79.0,88.66,0.0719,53.0,59.8,82.88,79.0,59.8,75.1,97.7,74.2,97.5
38,38.0,LMU Munich,Germany,QS World University Rankings 2026,34622.0,33.5,79.0,86.04,0.0299,18.0,65.3,85.67,79.0,65.3,76.8,92.2,100.0,76.9
40,40.0,Paris Sciences et Lettres â€“ PSL Research University Paris,France,QS World University Rankings 2026,16120.0,15.0,78.5,79.04,0.0667,22.0,75.7,80.47,78.5,75.7,72.8,83.2,99.7,81.6
41,41.0,University of British Columbia,Canada,QS World University Rankings 2026,58987.0,19.4,78.0,84.94,0.0515,34.0,62.5,81.48,78.0,62.5,76.6,90.5,76.7,95.0
42,42.0,University of Illinois at Urbana-Champaign,United States,QS World University Rankings 2026,50250.0,19.6,77.9,83.72,0.051,23.0,69.5,83.36,77.9,69.5,81.5,85.2,85.3,64.0
43,43.0,Shanghai Jiao Tong University,China,QS World University Rankings 2026,38472.0,12.6,77.7,78.24,0.0794,9.0,76.6,82.64,77.7,76.6,82.5,75.4,100.0,60.6
44,44.0,Fudan University,China,QS World University Rankings 2026,38101.0,12.6,77.5,80.22,0.0794,9.0,76.5,81.28,77.5,76.5,75.3,83.5,96.0,56.1
45,45.0,KU Leuven,Belgium,QS World University Rankings 2026,49435.0,37.3,77.0,85.1,0.0268,19.0,60.1,84.62,77.0,60.1,74.9,91.9,100.0,79.6
46,46.0,London School of Economics and Political Science,United Kingdom,QS World University Rankings 2026,11945.0,12.6,76.8,86.64,0.0794,72.0,59.5,78.53,76.8,59.5,73.5,95.4,55.9,94.1
47,47.0,UniversitÃ¤t Heidelberg,Germany,QS World University Rankings 2026,19315.0,13.3,76.7,82.48,0.0752,20.0,67.7,80.15,76.7,67.7,64.3,94.6,99.3,76.4
48,48.0,Delft University of Technology,Netherlands,QS World University Rankings 2026,21262.0,15.9,76.3,77.18,0.0629,30.0,66.7,80.88,76.3,66.7,78.2,76.5,100.0,92.8
49,49.0,McGill University,Canada,QS World University Rankings 2026,30821.0,11.9,76.0,82.2,0.084,29.0,62.3,78.64,76.0,62.3,72.3,88.8,76.1,92.5
50,50.0,Karolinska Institute,Sweden,QS World University Rankings 2026,8085.0,9.9,75.9,84.34,0.101,27.0,58.9,81.71,75.9,58.9,67.9,95.3,96.0,85.7
51,51.0,University of Manchester,United Kingdom,QS World University Rankings 2026,40725.0,15.6,75.6,82.7,0.0641,45.0,61.4,77.1,75.6,61.4,67.1,93.1,73.1,95.6
52,52.0,University of Texas at Austin,United States,QS World University Rankings 2026,48558.0,16.4,75.5,84.88,0.061,8.0,66.0,81.91,75.5,66.0,75.7,91.0,81.4,47.3
53,53.0,Chinese University of Hong Kong,Hong Kong,QS World University Rankings 2026,18290.0,18.8,75.4,83.16,0.0532,25.0,59.1,79.3,75.4,59.1,61.5,97.6,95.9,93.6
54,54.0,Monash University,Australia,QS World University Rankings 2026,58460.0,43.1,75.2,83.94,0.0232,38.0,55.3,82.0,75.2,55.3,67.8,94.7,99.7,91.1
55,55.0,Kyoto University,Japan,QS World University Rankings 2026,21817.0,9.0,75.0,69.72,0.1111,11.0,85.4,78.15,75.0,85.4,84.3,60.0,100.0,45.7
55,55.0,Zhejiang University,China,QS World University Rankings 2026,48169.0,12.0,75.0,77.34,0.0833,16.0,70.2,80.04,75.0,70.2,75.3,78.7,99.0,65.5
57,57.0,University of Science and Technology of China,China,QS World University Rankings 2026,20252.0,8.1,74.8,79.44,0.1235,5.0,74.3,78.36,74.8,74.3,66.3,88.2,95.6,45.4
58,58.0,UniversitÃ© Paris-Saclay,France,QS World University Rankings 2026,31662.0,13.0,74.4,75.88,0.0769,24.0,70.9,75.75,74.4,70.9,66.1,82.4,92.4,78.6
59,59.0,"University of California, Davis",United States,QS World University Rankings 2026,37926.0,13.3,74.1,79.44,0.0752,18.0,63.7,78.14,74.1,63.7,67.8,87.2,91.5,78.7
60,60.0,The University of Sydney,Australia,QS World University Rankings 2026,57414.0,23.1,73.8,82.76,0.0433,51.0,52.6,81.31,73.8,52.6,68.9,92.0,97.7,90.2
61,61.0,University of Amsterdam,Netherlands,QS World University Rankings 2026,28649.0,13.2,73.6,83.26,0.0758,36.0,55.0,77.04,73.6,55.0,63.1,96.7,77.6,93.2
62,62.0,Seoul National University,"Korea, South",QS World University Rankings 2026,28620.0,16.1,73.4,74.88,0.0621,13.0,74.2,78.76,73.4,74.2,75.3,74.6,100.0,43.7
63,63.0,University of Wisconsin-Madison,United States,QS World University Rankings 2026,41209.0,9.9,73.3,78.3,0.101,13.0,68.5,75.64,73.3,68.5,67.5,85.5,79.8,62.8
64,64.0,Brown University,United States,QS World University Rankings 2026,9781.0,10.3,73.0,77.66,0.0971,19.0,69.8,71.59,73.0,69.8,59.6,89.7,69.3,72.1
64,64.0,The Hong Kong University of Science and Technology,Hong Kong,QS World University Rankings 2026,9794.0,19.9,73.0,80.58,0.0503,30.0,54.0,78.56,73.0,54.0,62.1,92.9,100.0,95.5
64,64.0,Wageningen University & Research,Netherlands,QS World University Rankings 2026,15899.0,18.1,73.0,80.2,0.0552,28.0,56.4,77.55,73.0,56.4,59.8,93.8,98.8,92.4
67,67.0,Australian National University,Australia,QS World University Rankings 2026,17293.0,15.1,72.6,79.16,0.0662,48.0,55.9,76.61,72.6,55.9,68.0,86.6,82.0,94.8
68,68.0,Washington University in St Louis,United States,QS World University Rankings 2026,13825.0,7.3,72.3,81.38,0.137,22.0,60.8,74.4,72.3,60.8,57.2,97.5,77.8,72.7
69,69.0,"University of California, Santa Barbara",United States,QS World University Rankings 2026,25540.0,27.5,72.1,84.02,0.0364,18.0,47.4,81.18,72.1,47.4,64.7,96.9,99.4,84.0
70,70.0,The University of Queensland,Australia,QS World University Rankings 2026,42847.0,39.1,72.0,79.18,0.0256,42.0,52.9,78.3,72.0,52.9,64.3,89.1,99.8,94.0
71,71.0,Institut Polytechnique de Paris,France,QS World University Rankings 2026,6073.0,6.8,71.3,67.12,0.1471,42.0,71.0,70.4,71.3,71.0,61.6,70.8,98.8,97.1
72,72.0,University of North Carolina at Chapel Hill,United States,QS World University Rankings 2026,30782.0,7.7,71.2,80.46,0.1299,8.0,63.4,74.39,71.2,63.4,60.3,93.9,75.8,50.9
73,73.0,Nanjing University,China,QS World University Rankings 2026,36711.0,16.7,70.9,75.86,0.0599,8.0,64.0,75.22,70.9,64.0,61.7,85.3,96.8,61.8
74,74.0,University of Southern California,United States,QS World University Rankings 2026,44083.0,14.2,70.8,79.02,0.0704,24.0,59.2,72.94,70.8,59.2,58.8,92.5,74.4,74.3
75,75.0,Sorbonne University,France,QS World University Rankings 2026,41527.0,14.5,70.5,74.54,0.069,22.0,64.7,70.12,70.5,64.7,60.8,83.7,69.5,78.8
76,76.0,Yonsei University (Seoul campus),"Korea, South",QS World University Rankings 2026,18961.0,13.9,70.4,73.3,0.0719,17.0,68.1,74.89,70.4,68.1,64.3,79.3,99.9,51.8
77,77.0,Leiden University,Netherlands,QS World University Rankings 2026,35072.0,19.3,70.2,80.88,0.0518,21.0,46.0,78.61,70.2,46.0,62.7,93.0,98.1,87.8
78,78.0,Boston University,United States,QS World University Rankings 2026,26677.0,10.8,70.1,78.22,0.0926,29.0,59.6,71.51,70.1,59.6,54.1,94.3,76.4,74.1
79,79.0,University of Groningen,Netherlands,QS World University Rankings 2026,31942.0,28.8,70.0,79.58,0.0347,29.0,47.5,76.66,70.0,47.5,57.2,94.5,99.9,93.4
80,80.0,University of Zurich,Switzerland,QS World University Rankings 2026,25608.0,14.7,69.9,76.44,0.068,24.0,54.8,72.88,69.9,54.8,53.4,91.8,93.7,92.4
81,81.0,University of Bristol,United Kingdom,QS World University Rankings 2026,27335.0,14.8,69.8,80.98,0.0676,31.0,48.7,73.15,69.8,48.7,56.5,97.3,72.3,92.5
82,82.0,City University of Hong Kong,Hong Kong,QS World University Rankings 2026,9076.0,13.2,69.3,75.62,0.0758,67.0,52.2,73.08,69.3,52.2,52.4,91.1,100.0,98.7
83,83.0,Korea Advanced Institute of Science and Technology (KAIST),"Korea, South",QS World University Rankings 2026,10130.0,10.7,69.2,72.76,0.0935,8.0,67.1,74.99,69.2,67.1,65.8,77.4,100.0,41.6
84,84.0,UNSW Sydney,Australia,QS World University Rankings 2026,47044.0,36.6,68.9,77.62,0.0273,40.0,47.2,75.38,68.9,47.2,57.4,91.1,98.6,94.5
85,85.0,University of Minnesota,United States,QS World University Rankings 2026,59556.0,11.8,68.7,75.72,0.0847,9.0,61.0,74.74,68.7,61.0,58.5,87.2,99.8,48.3
86,86.0,Purdue University West Lafayette,United States,QS World University Rankings 2026,42633.0,18.3,68.5,69.2,0.0546,17.0,64.0,70.42,68.5,64.0,65.3,71.8,84.3,76.7
87,87.0,University of Glasgow,United Kingdom,QS World University Rankings 2026,32270.0,14.4,68.2,78.8,0.0694,43.0,48.1,70.24,68.2,48.1,51.8,96.8,69.7,96.1
87,87.0,Hong Kong Polytechnic University,Hong Kong,QS World University Rankings 2026,20034.0,30.6,68.2,78.34,0.0327,30.0,45.7,73.24,68.2,45.7,54.1,94.5,87.4,96.3
87,87.0,Humboldt University of Berlin,Germany,QS World University Rankings 2026,34761.0,54.5,68.2,75.16,0.0183,18.0,55.3,70.64,68.2,55.3,63.7,82.8,65.4,79.0
90,90.0,RWTH Aachen University,Germany,QS World University Rankings 2026,34914.0,43.3,68.0,73.26,0.0231,29.0,54.9,75.02,68.0,54.9,64.8,78.9,100.0,71.2
91,91.0,University of Bonn,Germany,QS World University Rankings 2026,26290.0,44.5,67.8,76.9,0.0225,17.0,51.7,72.64,67.8,51.7,57.7,89.7,82.6,73.8
92,92.0,"University of California, Irvine",United States,QS World University Rankings 2026,35675.0,16.2,67.4,77.44,0.0617,26.0,47.1,73.94,67.4,47.1,53.8,93.2,96.1,80.9
92,92.0,Vanderbilt University,United States,QS World University Rankings 2026,12971.0,3.9,67.4,77.0,0.2564,17.0,54.1,72.32,67.4,54.1,48.5,96.0,96.5,62.9
94,94.0,CharitÃ© - UniversitÃ¤tsmedizin Berlin,Germany,QS World University Rankings 2026,8868.0,17.5,67.2,78.26,0.0571,21.0,47.5,73.74,67.2,47.5,49.1,97.7,100.0,75.2
95,95.0,Lomonosov Moscow State University,Russia,QS World University Rankings 2026,32680.0,9.6,67.0,50.42,0.1042,37.0,87.5,63.13,67.0,87.5,75.2,33.9,91.1,73.8
95,95.0,University of TÃ¼bingen,Germany,QS World University Rankings 2026,21632.0,27.1,67.0,76.0,0.0369,14.0,49.1,74.37,67.0,49.1,56.5,89.0,99.8,72.0
97,97.0,KTH Royal Institute of Technology,Sweden,QS World University Rankings 2026,13269.0,15.9,66.9,71.72,0.0629,26.0,53.5,71.9,66.9,53.5,57.8,81.0,97.7,82.5
97,97.0,University of Southampton,United Kingdom,QS World University Rankings 2026,19920.0,13.0,66.9,75.66,0.0769,35.0,48.9,68.46,66.9,48.9,50.1,92.7,73.1,96.5
99,99.0,Erasmus University Rotterdam,Netherlands,QS World University Rankings 2026,33874.0,36.0,66.7,79.78,0.0278,25.0,38.5,75.17,66.7,38.5,54.1,96.9,94.7,90.6
99,99.0,Ohio State University (Main campus),United States,QS World University Rankings 2026,55538.0,11.4,66.7,74.12,0.0877,11.0,55.8,70.04,66.7,55.8,52.7,88.4,85.0,67.3
101,101.0,University of Birmingham,United Kingdom,QS World University Rankings 2026,32625.0,15.2,66.6,77.02,0.0658,32.0,46.1,68.89,66.6,46.1,49.3,95.5,72.1,95.1
102,102.0,Free University of Berlin,Germany,QS World University Rankings 2026,25427.0,41.5,66.5,73.38,0.0241,20.0,52.1,69.46,66.5,52.1,59.7,82.5,71.6,82.4
103,103.0,University of Copenhagen,Denmark,QS World University Rankings 2026,31728.0,4.3,66.3,75.22,0.2326,14.0,49.2,70.93,66.3,49.2,51.1,91.3,89.5,80.1
103,103.0,McMaster University,Canada,QS World University Rankings 2026,28254.0,30.9,66.3,76.32,0.0324,22.0,43.8,73.2,66.3,43.8,51.3,93.0,100.0,87.3
105,105.0,University of Sheffield,United Kingdom,QS World University Rankings 2026,27860.0,15.4,66.2,75.18,0.0649,40.0,48.0,68.68,66.2,48.0,49.5,92.3,77.5,92.0
106,106.0,Emory University,United States,QS World University Rankings 2026,13127.0,4.0,66.1,75.58,0.25,19.0,53.1,68.52,66.1,53.1,45.7,95.5,81.6,69.3
106,106.0,Lund University,Sweden,QS World University Rankings 2026,30349.0,12.0,66.1,74.6,0.0833,18.0,46.7,73.58,66.1,46.7,56.6,86.6,99.8,79.8
106,106.0,University of Warwick,United Kingdom,QS World University Rankings 2026,24905.0,14.4,66.1,74.24,0.0694,44.0,48.1,67.78,66.1,48.1,52.1,89.0,70.5,96.4
109,109.0,Aarhus University,Denmark,QS World University Rankings 2026,26996.0,13.5,65.9,75.38,0.0741,9.0,44.9,74.51,65.9,44.9,59.0,86.3,98.7,76.3
109,109.0,University of Alberta,Canada,QS World University Rankings 2026,33730.0,22.8,65.9,70.74,0.0439,27.0,50.1,71.05,65.9,50.1,55.5,80.9,99.9,90.7
111,111.0,University of Adelaide,Australia,QS World University Rankings 2026,23792.0,36.4,65.8,75.92,0.0275,31.0,42.4,72.03,65.8,42.4,50.6,92.8,95.0,92.9
111,111.0,University of GÃ¶ttingen,Germany,QS World University Rankings 2026,23349.0,27.4,65.8,75.98,0.0365,14.0,50.0,69.55,65.8,50.0,54.8,90.1,70.8,70.7
111,111.0,University of Montreal,Canada,QS World University Rankings 2026,39935.0,20.5,65.8,70.66,0.0488,22.0,51.2,70.13,65.8,51.2,54.1,81.7,96.6,87.7
114,114.0,"University of Maryland, College Park",United States,QS World University Rankings 2026,33988.0,17.0,65.7,78.92,0.0588,9.0,49.4,72.06,65.7,49.4,58.1,92.8,70.2,48.6
115,115.0,Ghent University,Belgium,QS World University Rankings 2026,41487.0,37.6,65.6,74.9,0.0266,12.0,47.2,74.46,65.6,47.2,59.3,85.3,99.7,65.7
116,116.0,University of Bern,Switzerland,QS World University Rankings 2026,12399.0,18.2,65.4,74.78,0.0549,16.0,45.1,71.04,65.4,45.1,47.0,93.3,99.2,87.0
116,116.0,Michigan State University,United States,QS World University Rankings 2026,44514.0,16.1,65.4,72.64,0.0621,11.0,54.8,66.82,65.4,54.8,52.3,86.2,70.0,71.4
118,118.0,Texas A&M University,United States,QS World University Rankings 2026,64427.0,20.5,65.3,71.22,0.0488,6.0,55.2,69.56,65.3,55.2,62.1,77.3,76.4,64.1
119,119.0,Rice University,United States,QS World University Rankings 2026,7318.0,9.8,65.2,70.14,0.102,26.0,56.4,64.16,65.2,56.4,45.6,86.5,73.9,85.8
119,119.0,University of Vienna,Austria,QS World University Rankings 2026,31318.0,37.4,65.2,70.56,0.0267,31.0,48.7,68.62,65.2,48.7,60.3,77.4,75.9,94.9
121,121.0,University of Helsinki,Finland,QS World University Rankings 2026,22887.0,15.9,65.1,77.4,0.0629,5.0,48.1,70.89,65.1,48.1,57.6,90.6,69.2,56.7
122,122.0,Penn State (Main campus),United States,QS World University Rankings 2026,45875.0,14.2,65.0,73.7,0.0704,15.0,53.1,69.2,65.0,53.1,58.7,83.7,70.4,58.4
123,123.0,University of Basel,Switzerland,QS World University Rankings 2026,8536.0,10.4,64.9,69.78,0.0962,31.0,50.8,67.05,64.9,50.8,42.9,87.7,99.4,95.4
123,123.0,University of Massachusetts,United States,QS World University Rankings 2026,63500.0,13.3,64.9,71.14,0.0752,14.0,54.0,66.84,64.9,54.0,46.9,87.3,85.6,77.3
125,125.0,Vrije Universiteit Amsterdam,Netherlands,QS World University Rankings 2026,31704.0,19.2,64.7,76.44,0.0521,18.0,40.4,71.91,64.7,40.4,51.0,93.4,91.5,84.3
126,126.0,Technical University of Denmark,Denmark,QS World University Rankings 2026,10410.0,7.7,64.6,68.88,0.1299,28.0,50.7,67.77,64.6,50.7,47.4,83.2,99.7,92.2
127,127.0,University of Oslo,Norway,QS World University Rankings 2026,20967.0,12.5,64.3,75.5,0.08,15.0,45.6,68.38,64.3,45.6,50.6,92.1,72.3,75.6
128,128.0,University of Freiburg,Germany,QS World University Rankings 2026,19417.0,34.4,64.1,72.24,0.0291,17.0,46.7,70.82,64.1,46.7,51.3,86.2,100.0,74.2
129,129.0,University of Leeds,United Kingdom,QS World University Rankings 2026,33450.0,14.4,63.9,72.02,0.0694,32.0,46.1,65.42,63.9,46.1,49.1,87.3,68.8,94.6
