2024 RANK,2023 RANK,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE,rank_order,rank,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,female_student_pct,stats_proportion_of_isr,subjects_offered,University_Name,Master_Country
925.5,625.5,M,CO,VH,4,A,4.6,601.0,2.2,601.0,81.8,130.0,2.3,701,2.8,701.0,14.3,637.0,1.1,701.0,10.6,701.0,3.3,701.0,0.0,14110.0,1350.5,0.0,14110.0,27.5,847.0,14.8,1141.0,21.8,1643.0,26.6,1280.0,37.1,1238.0,9198.0,10.7,14.0,48.0,46.0,"Psychology,Physics & Astronomy,Mechanical & Aerospace Engineering,Business & Management,Education,General Engineering,Law,Economics & Econometrics,Accounting & Finance,Mathematics & Statistics,Languages, Literature & Linguistics,Communication & Media Studies,Biological Sciences,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Sociology,Computer Science,Electrical & Electronic Engineering,Chemistry",Samara National Research University (Samara University),Russia
1100.5,1100.5,XL,CO,VH,5,A,5.2,601.0,3.0,601.0,3.2,701.0,17.1,598,6.5,701.0,4.4,701.0,27.1,479.0,17.8,467.0,23.7,506.0,0.0,9640.0,900.5,0.0,9640.0,21.5,1273.0,11.9,1418.0,71.1,536.0,58.3,673.0,37.0,1242.0,32069.0,28.1,5.0,58.0,25.0,"Communication & Media Studies,Biological Sciences,Chemistry,Art, Performing Arts & Design,Education,Mathematics & Statistics,Mechanical & Aerospace Engineering,Accounting & Finance,General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,History, Philosophy & Theology,Business & Management,Psychology,Civil Engineering,Electrical & Electronic Engineering,Geography,Physics & Astronomy,Economics & Econometrics,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Sociology,Other Health",San Diego State University,United States
134.0,171.0,XL,FC,VH,5,A,79.2,74.0,41.0,229.0,4.6,701.0,44.9,301,3.0,701.0,10.8,697.0,96.9,33.0,59.8,101.0,92.0,79.0,52.9,1810.0,181.0,60.0,1810.0,53.5,108.0,48.1,157.0,77.9,372.0,85.4,202.0,46.5,919.0,60522.0,22.2,9.0,61.0,26.0,"History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Communication & Media Studies,Education,Art, Performing Arts & Design,Chemical Engineering,Law,Computer Science,Physics & Astronomy,Business & Management,Architecture,Electrical & Electronic Engineering,Geography,Medicine & Dentistry,Biological Sciences,Sociology,Mechanical & Aerospace Engineering,Psychology,Other Health,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Mathematics & Statistics,Economics & Econometrics,Archaeology,General Engineering,Chemistry,Accounting & Finance",Sapienza University of Rome,Italy
481.0,405.0,M,FO,VH,4,A,23.3,370.0,36.0,272.0,84.3,111.0,1.2,701,40.5,407.0,4.2,701.0,1.0,701.0,10.5,701.0,1.3,701.0,23.9,18330.0,1501.0,0.0,18330.0,22.7,1173.0,10.8,1554.0,8.5,1877.0,23.2,1396.0,68.7,425.0,8114.0,12.4,5.0,44.0,50.0,"Electrical & Electronic Engineering,Economics & Econometrics,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Mechanical & Aerospace Engineering,Chemical Engineering,Civil Engineering,Art, Performing Arts & Design,Biological Sciences,Computer Science",Satbayev University,Kazakhstan
715.5,545.5,M,CO,VH,4,A,7.8,601.0,11.3,601.0,55.1,276.0,30.4,432,1.2,701.0,3.3,701.0,3.0,701.0,7.2,701.0,4.9,701.0,0.0,9650.0,900.5,0.0,9650.0,44.0,219.0,11.8,1431.0,54.5,899.0,22.8,1411.0,25.2,1699.0,5871.0,9.6,4.0,44.0,37.0,"Accounting & Finance,Biological Sciences,Geography,Art, Performing Arts & Design,Chemistry,Education,Politics & International Studies (incl Development Studies),Physics & Astronomy,Law,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Business & Management,Communication & Media Studies,History, Philosophy & Theology,Languages, Literature & Linguistics,Sociology,Mathematics & Statistics,Psychology,Other Health,Sport Science,Computer Science",Savitribai Phule Pune University,India
775.5,675.5,L,SP,Unknown,4,A,5.8,601.0,4.4,601.0,59.7,239.0,3.4,701,9.6,701.0,66.0,228.0,46.5,334.0,4.7,701.0,1.1,701.0,0.0,9660.0,900.5,0.0,9660.0,32.6,569.0,17.1,967.0,47.7,1069.0,39.4,997.0,62.1,541.0,15885.0,8.1,26.0,69.0,10.0,"General Engineering,Medicine & Dentistry,Sociology,Other Health,Chemical Engineering,Biological Sciences,Civil Engineering,Electrical & Electronic Engineering",Sechenov University,Russia
41.0,29.0,L,FC,VH,4,A,99.0,18.0,98.2,17.0,85.1,105.0,64.9,175,11.5,701.0,14.5,631.0,36.9,401.0,100.0,8.0,73.8,181.0,78.5,620.0,62.0,73.4,620.0,74.2,35.0,75.3,44.0,74.6,452.0,100.0,23.0,43.7,1000.0,28620.0,16.1,13.0,54.0,26.0,"Medicine & Dentistry,Archaeology,Physics & Astronomy,Psychology,Other Health,Geology, Environmental, Earth & Marine Sciences,Sociology,History, Philosophy & Theology,Veterinary Science,Law,General Engineering,Chemical Engineering,Geography,Art, Performing Arts & Design,Agriculture & Forestry,Education,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Sport Science,Accounting & Finance,Architecture,Chemistry,Politics & International Studies (incl Development Studies),Computer Science,Biological Sciences,Business & Management,Civil Engineering,Mechanical & Aerospace Engineering,Communication & Media Studies,Mathematics & Statistics,Economics & Econometrics",Seoul National University,South Korea
51.0,46.0,XL,FC,VH,4,A,83.7,61.0,83.3,64.0,54.7,279.0,99.4,15,39.2,415.0,35.5,377.0,38.3,390.0,55.5,113.0,44.1,339.0,74.3,430.0,43.0,77.7,430.0,76.6,29.0,82.5,30.0,75.4,433.0,100.0,24.0,60.6,573.0,38472.0,12.6,9.0,37.0,31.0,"Other Health,Medicine & Dentistry,Education,Business & Management,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Chemistry,Biological Sciences,Psychology,History, Philosophy & Theology,Sociology,Communication & Media Studies,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Mathematics & Statistics,Law,Veterinary Science,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Art, Performing Arts & Design,Agriculture & Forestry,Computer Science,Economics & Econometrics,Chemical Engineering,Accounting & Finance,Sport Science,Architecture,General Engineering,Physics & Astronomy",Shanghai Jiao Tong University,China (Mainland)
514.0,422.0,XL,CO,VH,3,A,22.2,397.0,9.0,601.0,53.3,291.0,25.4,476,43.8,383.0,5.9,701.0,11.5,643.0,11.1,701.0,15.8,598.0,22.7,5830.0,550.5,0.0,5830.0,31.8,601.0,38.0,292.0,62.7,713.0,71.3,401.0,42.9,1022.0,38015.0,13.0,6.0,51.0,39.0,"Biological Sciences,History, Philosophy & Theology,Mathematics & Statistics,Computer Science,Art, Performing Arts & Design,Chemical Engineering,Mechanical & Aerospace Engineering,Economics & Econometrics,Electrical & Electronic Engineering,Architecture,Accounting & Finance,Law,Civil Engineering,Sociology,General Engineering,Chemistry,Physics & Astronomy,Communication & Media Studies,Archaeology,Sport Science,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Business & Management",Shanghai University,China (Mainland)
334.0,380.0,M,FO,VH,4,A,10.1,601.0,43.8,207.0,6.1,701.0,99.1,19,7.3,701.0,1.3,701.0,9.7,675.0,25.7,321.0,1.9,701.0,32.4,3350.0,325.5,0.0,3350.0,39.1,337.0,37.4,301.0,78.3,359.0,86.2,193.0,37.0,1243.0,9389.0,21.8,2.0,26.0,47.0,"Business & Management,Chemistry,Languages, Literature & Linguistics,Computer Science,Physics & Astronomy,Electrical & Electronic Engineering,Mathematics & Statistics,Economics & Econometrics,General Engineering,Civil Engineering,History, Philosophy & Theology,Accounting & Finance,Chemical Engineering,Mechanical & Aerospace Engineering",Sharif University of Technology,"Iran, Islamic Republic of"
1100.5,1100.5,L,CO,HI,3,A,6.5,601.0,12.1,601.0,10.0,701.0,4.9,701,35.0,455.0,30.9,412.0,6.7,701.0,11.9,701.0,2.5,701.0,0.0,9710.0,900.5,0.0,9710.0,19.4,1438.0,14.4,1171.0,66.7,633.0,33.1,1127.0,64.0,504.0,26580.0,17.7,12.0,55.0,22.0,"Computer Science,Biological Sciences,Languages, Literature & Linguistics,Chemical Engineering,Chemistry,Mechanical & Aerospace Engineering,Communication & Media Studies,Sport Science,Mathematics & Statistics,Business & Management,Architecture,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Education,Physics & Astronomy,History, Philosophy & Theology,Law,Sociology,Accounting & Finance,Psychology,Geography,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Other Health",Sheffield Hallam University,United Kingdom
595.0,585.5,XL,CO,VH,3,A,8.4,601.0,2.3,601.0,55.2,275.0,42.6,314,13.2,698.0,1.4,701.0,14.3,609.0,17.6,472.0,15.8,598.0,19.9,3920.0,375.5,0.0,3920.0,27.8,821.0,34.3,371.0,85.3,205.0,57.9,684.0,42.4,1038.0,35736.0,14.0,1.0,49.0,36.0,"Law,Economics & Econometrics,Chemical Engineering,History, Philosophy & Theology,Business & Management,Politics & International Studies (incl Development Studies),Sport Science,Sociology,Chemistry,Art, Performing Arts & Design,Medicine & Dentistry,Physics & Astronomy,Accounting & Finance,Communication & Media Studies,General Engineering,Languages, Literature & Linguistics,Mathematics & Statistics,Education,Computer Science,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Architecture,Other Health,Biological Sciences,Psychology,Mechanical & Aerospace Engineering",Shenzhen University,China (Mainland)
1300.5,1300.5,M,FO,VH,4,B,3.7,601.0,2.3,601.0,2.8,701.0,4.8,701,13.8,689.0,9.8,701.0,1.1,701.0,7.9,701.0,1.1,701.0,0.0,14240.0,1350.5,0.0,14240.0,20.8,1317.0,20.1,810.0,22.3,1630.0,36.3,1067.0,42.3,1044.0,9001.0,29.7,5.0,54.0,41.0,"Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Architecture,Civil Engineering,Biological Sciences,Chemistry,General Engineering,Electrical & Electronic Engineering,Chemical Engineering,Sport Science,Mathematics & Statistics,Computer Science,Art, Performing Arts & Design,Mechanical & Aerospace Engineering",Shibaura Institute of Technology,Japan
685.5,775.5,L,CO,VH,4,A,5.7,601.0,10.4,601.0,5.1,701.0,54.9,234,1.2,701.0,1.8,701.0,6.4,701.0,13.4,640.0,27.6,471.0,0.0,9720.0,900.5,0.0,9720.0,29.3,732.0,24.6,626.0,55.0,890.0,57.4,697.0,29.1,1538.0,14857.0,20.8,2.0,53.0,37.0,"Electrical & Electronic Engineering,Sport Science,Politics & International Studies (incl Development Studies),Physics & Astronomy,Communication & Media Studies,Computer Science,Chemistry,Economics & Econometrics,Agriculture & Forestry,Law,Languages, Literature & Linguistics,Biological Sciences,Education,Art, Performing Arts & Design,Chemical Engineering,Geography,General Engineering,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Architecture,Veterinary Science,Sociology,History, Philosophy & Theology,Mathematics & Statistics,Psychology,Archaeology,Civil Engineering,Business & Management",Shiraz University,"Iran, Islamic Republic of"
775.5,900.5,S,CO,VH,2,B,8.3,601.0,12.6,601.0,7.3,701.0,42.4,319,24.2,545.0,1.7,701.0,2.1,701.0,8.0,701.0,1.0,701.0,0.0,5850.0,550.5,0.0,5850.0,27.6,837.0,17.9,927.0,85.2,207.0,17.7,1691.0,70.0,408.0,3251.0,15.3,1.0,47.0,33.0,"Biological Sciences,Computer Science,Agriculture & Forestry,Education,Economics & Econometrics,Business & Management,Sociology,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),General Engineering,Communication & Media Studies,Chemistry,History, Philosophy & Theology,Accounting & Finance,Physics & Astronomy,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Law,Civil Engineering,Other Health,Electrical & Electronic Engineering,Psychology",Shoolini University of Biotechnology and Management Sciences,India
355.0,406.0,XL,FC,VH,3,A,20.1,436.0,7.6,601.0,11.4,701.0,94.7,55,6.6,701.0,5.4,701.0,26.2,490.0,14.8,564.0,18.8,555.0,30.9,1510.0,150.0,62.0,1510.0,59.1,81.0,57.3,99.0,69.3,574.0,93.2,135.0,46.1,929.0,49117.0,15.9,5.0,54.0,28.0,"Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Business & Management,Computer Science,Education,Chemical Engineering,Sociology,Art, Performing Arts & Design,General Engineering,Economics & Econometrics,History, Philosophy & Theology,Mathematics & Statistics,Communication & Media Studies,Accounting & Finance,Other Health,Physics & Astronomy,Architecture,Biological Sciences,Politics & International Studies (incl Development Studies),Archaeology,Civil Engineering,Law,Medicine & Dentistry,Chemistry",Sichuan University,China (Mainland)
1100.5,1100.5,L,FO,VH,4,A,6.5,601.0,3.6,601.0,27.7,549.0,6.2,701,2.4,701.0,4.4,701.0,9.0,697.0,11.1,701.0,1.4,701.0,0.0,14270.0,1350.5,0.0,14270.0,21.8,1249.0,15.6,1080.0,39.4,1229.0,31.5,1150.0,26.6,1637.0,17424.0,12.0,4.0,32.0,43.0,"Architecture,Chemical Engineering,Languages, Literature & Linguistics,Business & Management,Mathematics & Statistics,Mechanical & Aerospace Engineering,Computer Science,Chemistry,General Engineering,Electrical & Electronic Engineering,Civil Engineering",Silesian University of Technology,Poland
318.0,328.0,L,CO,VH,4,A,25.5,343.0,13.5,600.0,5.7,701.0,42.5,315,96.8,128.0,86.3,139.0,34.5,423.0,17.6,474.0,54.3,283.0,33.3,2880.0,275.5,0.0,2880.0,28.7,759.0,36.7,309.0,84.2,229.0,83.1,225.0,92.9,85.0,27269.0,26.8,31.0,54.0,28.0,"Computer Science,Chemistry,Other Health,Politics & International Studies (incl Development Studies),Economics & Econometrics,Biological Sciences,Education,Art, Performing Arts & Design,Mathematics & Statistics,Psychology,History, Philosophy & Theology,Communication & Media Studies,Archaeology,Geology, Environmental, Earth & Marine Sciences,Sport Science,Physics & Astronomy,Business & Management,Electrical & Electronic Engineering,Geography,General Engineering,Law,Languages, Literature & Linguistics,Sociology,Accounting & Finance",Simon Fraser University,Canada
1100.5,900.5,L,FO,VH,4,A,9.7,601.0,7.9,601.0,34.7,460.0,3.6,701,2.1,701.0,2.7,701.0,2.6,701.0,18.2,459.0,1.4,701.0,0.0,18480.0,1501.0,0.0,18480.0,27.6,838.0,12.0,1411.0,22.3,1631.0,28.7,1216.0,32.8,1396.0,10678.0,8.5,7.0,31.0,49.0,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemistry,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Computer Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Physics & Astronomy,General Engineering,Art, Performing Arts & Design,Architecture,Chemical Engineering,Business & Management",Slovak University of Technology in Bratislava,Slovakia
509.0,457.0,M,CO,VH,4,B,21.5,401.0,49.1,178.0,55.7,269.0,5.5,701,7.2,701.0,24.3,483.0,1.0,701.0,16.5,513.0,1.4,701.0,22.9,9760.0,900.5,0.0,9760.0,27.2,866.0,30.6,452.0,39.8,1227.0,73.3,362.0,45.0,962.0,9688.0,23.9,19.0,47.0,36.0,"Politics & International Studies (incl Development Studies),Chemistry,Electrical & Electronic Engineering,Law,Business & Management,Education,Mechanical & Aerospace Engineering,Chemical Engineering,Communication & Media Studies,Economics & Econometrics,Psychology,Mathematics & Statistics,Languages, Literature & Linguistics,Accounting & Finance,Biological Sciences,Physics & Astronomy,Sociology,History, Philosophy & Theology,Computer Science",Sogang University,South Korea
1300.5,1300.5,L,CO,HI,3,C,5.0,601.0,6.5,601.0,10.1,701.0,4.3,701,5.9,701.0,13.9,641.0,1.0,701.0,4.2,701.0,1.0,701.0,0.0,14320.0,1350.5,0.0,14320.0,26.7,896.0,15.0,1126.0,25.1,1562.0,47.4,858.0,35.6,1293.0,15808.0,18.6,12.0,48.0,35.0,"Languages, Literature & Linguistics,Mathematics & Statistics,Accounting & Finance,Biological Sciences,Law,Architecture,General Engineering,Psychology,History, Philosophy & Theology,Physics & Astronomy,Economics & Econometrics,Computer Science,Communication & Media Studies,Chemical Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Business & Management,Art, Performing Arts & Design,Chemistry,Sociology,Mechanical & Aerospace Engineering,Education,Geology, Environmental, Earth & Marine Sciences",Soongsil University,South Korea
59.0,60.0,XL,FC,VH,1,A,88.6,48.0,53.2,151.0,43.3,361.0,85.4,93,35.2,451.0,49.8,297.0,100.0,4.0,39.5,182.0,75.8,171.0,71.7,750.0,75.0,70.5,750.0,64.7,58.0,60.8,81.0,83.7,242.0,69.5,444.0,78.8,270.0,41527.0,14.5,22.0,60.0,32.0,"Biological Sciences,General Engineering,Mathematics & Statistics,History, Philosophy & Theology,Civil Engineering,Geography,Other Health,Mechanical & Aerospace Engineering,Sociology,Education,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemical Engineering,Business & Management,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Archaeology,Chemistry,Communication & Media Studies,Medicine & Dentistry,Physics & Astronomy",Sorbonne University,France
392.0,406.0,XL,CO,VH,3,A,12.5,601.0,4.2,601.0,19.0,694.0,95.4,50,10.4,701.0,4.5,701.0,9.7,674.0,21.9,380.0,10.2,667.0,28.2,2890.0,275.5,0.0,2890.0,36.6,408.0,38.2,282.0,83.2,255.0,92.8,138.0,44.0,992.0,40449.0,12.6,6.0,38.0,38.0,"Computer Science,Communication & Media Studies,Languages, Literature & Linguistics,Other Health,Chemical Engineering,Economics & Econometrics,Architecture,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Sport Science,Sociology,Medicine & Dentistry,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Physics & Astronomy,Business & Management,Art, Performing Arts & Design,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Chemistry,Law,General Engineering,Mathematics & Statistics,Accounting & Finance,Biological Sciences",South China University of Technology,China (Mainland)
454.0,461.0,XL,FC,VH,3,A,12.8,601.0,7.4,601.0,23.9,593.0,73.1,134,15.1,664.0,3.5,701.0,21.1,536.0,8.8,701.0,16.9,581.0,25.2,3370.0,325.5,0.0,3370.0,39.9,312.0,46.3,176.0,68.4,597.0,90.4,162.0,47.6,877.0,39637.0,12.4,4.0,36.0,44.0,"Medicine & Dentistry,Physics & Astronomy,Education,Art, Performing Arts & Design,Civil Engineering,Accounting & Finance,Architecture,Sport Science,Economics & Econometrics,Computer Science,Law,General Engineering,Sociology,Mechanical & Aerospace Engineering,Chemistry,Languages, Literature & Linguistics,Chemical Engineering,Business & Management,Other Health,Mathematics & Statistics,History, Philosophy & Theology,Biological Sciences,Psychology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences",Southeast University,China (Mainland)
875.5,545.5,L,CO,VH,5,A,7.6,601.0,3.6,601.0,77.8,146.0,1.8,701,3.5,701.0,23.1,499.0,5.1,701.0,6.6,701.0,11.7,647.0,0.0,14360.0,1350.5,0.0,14360.0,27.9,811.0,14.3,1182.0,21.4,1651.0,32.1,1142.0,40.3,1110.0,19181.0,11.3,11.0,54.0,40.0,"History, Philosophy & Theology,General Engineering,Communication & Media Studies,Archaeology,Physics & Astronomy,Psychology,Chemical Engineering,Sociology,Biological Sciences,Business & Management,Art, Performing Arts & Design,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Architecture,Chemistry,Education,Computer Science,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Geography,Mechanical & Aerospace Engineering,Law,Economics & Econometrics",Southern Federal University,Russia
5.0,3.0,L,FC,VH,5,B,100.0,5.0,100.0,3.0,100.0,11.0,99.9,8,99.9,78.0,51.2,284.0,95.8,44.0,100.0,2.0,94.4,63.0,98.1,20.0,2.0,98.0,20.0,99.0,1.0,97.8,8.0,99.6,2.0,100.0,25.0,87.0,168.0,14517.0,6.4,23.0,47.0,22.0,"Computer Science,Communication & Media Studies,Electrical & Electronic Engineering,Mathematics & Statistics,Education,Medicine & Dentistry,Civil Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Veterinary Science,Economics & Econometrics,Other Health,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Mechanical & Aerospace Engineering,Chemistry,Sociology,Art, Performing Arts & Design,Chemical Engineering,Business & Management,General Engineering,Physics & Astronomy,Archaeology,Agriculture & Forestry,Law,Languages, Literature & Linguistics,Biological Sciences,Psychology",Stanford University,United States
283.0,454.0,L,FC,VH,5,A,25.0,351.0,39.4,240.0,3.1,701.0,59.9,206,20.0,591.0,7.8,701.0,92.0,69.0,50.1,132.0,44.1,339.0,36.5,3380.0,325.5,0.0,3380.0,33.8,505.0,39.5,254.0,76.9,400.0,89.8,169.0,59.9,587.0,25140.0,25.7,7.0,56.0,20.0,"Art, Performing Arts & Design,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Chemistry,Business & Management,Computer Science,Sociology,Psychology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Other Health,Geography,Electrical & Electronic Engineering,Sport Science,Accounting & Finance,History, Philosophy & Theology,General Engineering,Mathematics & Statistics,Agriculture & Forestry,Communication & Media Studies,Archaeology,Biological Sciences,Law,Chemical Engineering,Physics & Astronomy,Education",Stellenbosch University,South Africa
625.5,725.5,M,CO,VH,5,B,2.7,601.0,2.9,601.0,4.7,701.0,52.4,246,37.5,428.0,91.4,110.0,1.2,701.0,12.2,701.0,1.1,701.0,0.0,4820.0,450.5,0.0,4820.0,26.9,882.0,25.3,600.0,74.6,453.0,62.4,607.0,80.8,244.0,6393.0,18.6,30.0,29.0,46.0,"Chemistry,Civil Engineering,Electrical & Electronic Engineering,History, Philosophy & Theology,Biological Sciences,Languages, Literature & Linguistics,Mathematics & Statistics,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Physics & Astronomy,Other Health,Chemical Engineering,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Sociology",Stevens Institute of Technology,United States
118.0,153.0,L,CO,VH,4,A,54.1,145.0,15.2,543.0,28.2,543.0,71.9,138,81.5,223.0,84.1,147.0,95.3,51.0,76.2,57.0,75.1,175.0,56.8,1850.0,185.0,59.6,1850.0,32.1,588.0,49.6,143.0,91.0,108.0,59.2,660.0,81.2,237.0,29774.0,20.3,13.0,54.0,31.0,"Biological Sciences,Law,Mathematics & Statistics,Economics & Econometrics,Languages, Literature & Linguistics,Chemistry,Psychology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Education,Physics & Astronomy,Accounting & Finance,Computer Science,Politics & International Studies (incl Development Studies),Archaeology,Geography,Agriculture & Forestry,Business & Management,Art, Performing Arts & Design,Veterinary Science,Communication & Media Studies,Other Health,Sociology",Stockholm University,Sweden
1300.5,1300.5,XL,FC,HI,3,A,3.9,601.0,2.6,601.0,16.2,701.0,2.2,701,2.2,701.0,1.8,701.0,5.7,701.0,4.7,701.0,1.2,701.0,0.0,11720.0,1100.5,0.0,11720.0,19.7,1405.0,8.8,1825.0,57.6,831.0,28.3,1229.0,50.6,789.0,45981.0,13.1,1.0,52.0,20.0,"Electrical & Electronic Engineering,Communication & Media Studies,Medicine & Dentistry,Sport Science,Education,Art, Performing Arts & Design,Civil Engineering,Agriculture & Forestry,Sociology,Architecture,Physics & Astronomy,Archaeology,Biological Sciences,Psychology,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),General Engineering,Mathematics & Statistics,Business & Management,History, Philosophy & Theology,Chemical Engineering,Chemistry,Geography,Languages, Literature & Linguistics,Computer Science,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Other Health,Veterinary Science,Economics & Econometrics",Suez Canal University,Egypt
454.0,384.0,M,FC,VH,3,A,16.7,528.0,13.7,593.0,56.7,259.0,18.4,577,100.0,58.0,3.4,701.0,48.3,325.0,17.4,478.0,8.0,701.0,25.2,7730.0,700.5,0.0,7730.0,28.1,806.0,22.2,722.0,62.3,727.0,35.7,1083.0,74.0,351.0,7512.0,9.2,4.0,50.0,32.0,"Languages, Literature & Linguistics,Mathematics & Statistics,History, Philosophy & Theology,General Engineering,Psychology,Mechanical & Aerospace Engineering,Archaeology,Art, Performing Arts & Design,Chemical Engineering,Civil Engineering,Physics & Astronomy,Sociology,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Computer Science,Architecture,Geography,Veterinary Science,Business & Management,Other Health,Economics & Econometrics,Biological Sciences,Law,Politics & International Studies (incl Development Studies),Education,Communication & Media Studies,Electrical & Electronic Engineering,Chemistry",Sultan Qaboos University,Oman
975.5,900.5,M,FC,HI,3,A,5.6,601.0,5.7,601.0,42.4,373.0,2.3,701,2.9,701.0,63.1,239.0,1.2,701.0,9.7,701.0,3.4,701.0,0.0,4840.0,450.5,0.0,4840.0,24.3,1060.0,13.5,1259.0,68.9,584.0,20.0,1534.0,63.2,514.0,8449.0,12.0,24.0,45.0,27.0,"Electrical & Electronic Engineering,Mathematics & Statistics,Chemical Engineering,Education,Civil Engineering,Sociology,Economics & Econometrics,Other Health,Communication & Media Studies,Accounting & Finance,Mechanical & Aerospace Engineering,Chemistry,General Engineering,Politics & International Studies (incl Development Studies),Psychology,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Sport Science,Law,Computer Science,Biological Sciences,Business & Management,History, Philosophy & Theology,Physics & Astronomy",Sumy State University,Ukraine
323.0,267.0,XL,FC,VH,4,A,36.4,238.0,22.3,423.0,48.8,321.0,44.1,304,2.4,701.0,4.2,701.0,33.3,429.0,16.7,508.0,38.4,373.0,32.8,2390.0,225.5,0.0,2390.0,46.6,179.0,39.5,255.0,83.2,256.0,86.2,194.0,39.1,1148.0,61453.0,15.2,5.0,48.0,30.0,"Languages, Literature & Linguistics,Accounting & Finance,Geography,Agriculture & Forestry,History, Philosophy & Theology,Biological Sciences,Other Health,Education,Architecture,Chemical Engineering,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Sociology,Medicine & Dentistry,Veterinary Science,Art, Performing Arts & Design,Law,Civil Engineering,Psychology,Geology, Environmental, Earth & Marine Sciences,Archaeology,Economics & Econometrics,Physics & Astronomy,Electrical & Electronic Engineering,Business & Management,Chemistry,General Engineering,Sport Science,Mechanical & Aerospace Engineering,Communication & Media Studies,Computer Science",Sun Yat-sen University,China (Mainland)
