2024 RANK,2023 RANK,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE,rank_order,rank,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,female_student_pct,stats_proportion_of_isr,subjects_offered,University_Name,Master_Country
1100.5,725.5,M,FC,HI,4,A,6.1,601.0,2.9,601.0,65.8,206.0,3.9,701,4.0,701.0,3.0,701.0,1.8,701.0,7.2,701.0,1.3,701.0,0.0,13240.0,1350.5,0.0,13240.0,25.7,959.0,13.5,1253.0,24.0,1586.0,55.2,722.0,27.7,1592.0,10257.0,10.1,3.0,38.0,14.0,"Medicine & Dentistry,Mathematics & Statistics,Education,Archaeology,Biological Sciences,Business & Management,Other Health,Mechanical & Aerospace Engineering,Chemistry,Economics & Econometrics,History, Philosophy & Theology,Veterinary Science,Law,Art, Performing Arts & Design,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,General Engineering,Geography,Languages, Literature & Linguistics,Agriculture & Forestry,Psychology,Architecture,Chemical Engineering,Politics & International Studies (incl Development Studies),Physics & Astronomy,Computer Science,Sociology,Civil Engineering,Communication & Media Studies",Kagoshima University,Japan
875.5,625.5,M,FC,VH,4,A,9.3,601.0,4.4,601.0,60.8,232.0,12.1,696,9.2,701.0,5.8,701.0,2.4,701.0,7.9,701.0,1.4,701.0,0.0,10870.0,1100.5,0.0,10870.0,35.5,448.0,18.8,878.0,35.4,1317.0,70.4,420.0,33.6,1368.0,10271.0,9.9,6.0,37.0,25.0,"Civil Engineering,Mathematics & Statistics,General Engineering,Chemistry,Computer Science,Politics & International Studies (incl Development Studies),Architecture,Electrical & Electronic Engineering,Geography,History, Philosophy & Theology,Archaeology,Education,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Sport Science,Accounting & Finance,Languages, Literature & Linguistics,Biological Sciences,Sociology,Business & Management,Medicine & Dentistry,Chemical Engineering,Law,Other Health,Physics & Astronomy,Economics & Econometrics,Psychology,Communication & Media Studies",Kanazawa University,Japan
755.5,900.5,XL,CO,VH,4,A,24.3,356.0,21.8,431.0,6.2,701.0,2.5,701,4.8,701.0,1.3,701.0,5.2,701.0,19.3,435.0,51.5,297.0,0.0,16790.0,1501.0,0.0,16790.0,18.1,1544.0,12.6,1348.0,23.5,1597.0,25.7,1309.0,33.8,1364.0,70633.0,18.7,1.0,62.0,29.0,"Computer Science,Physics & Astronomy,Education,Archaeology,Biological Sciences,Law,Medicine & Dentistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,General Engineering,Sport Science,Geography,Languages, Literature & Linguistics,Civil Engineering,Communication & Media Studies,Architecture,Chemical Engineering,Chemistry,Other Health,Mathematics & Statistics,Psychology,Art, Performing Arts & Design,Agriculture & Forestry,Sociology,History, Philosophy & Theology,Veterinary Science,Business & Management",Kasetsart University,Thailand
825.5,900.5,M,FO,VH,5,A,11.3,601.0,21.8,430.0,31.5,499.0,6.8,701,3.3,701.0,24.1,486.0,16.9,575.0,8.4,701.0,1.9,701.0,0.0,13280.0,1350.5,0.0,13280.0,22.2,1211.0,15.3,1095.0,39.0,1244.0,36.9,1051.0,39.2,1145.0,7986.0,13.3,8.0,36.0,38.0,"Other Health,Agriculture & Forestry,Accounting & Finance,History, Philosophy & Theology,Physics & Astronomy,General Engineering,Chemical Engineering,Architecture,Civil Engineering,Education,Mechanical & Aerospace Engineering,Sociology,Art, Performing Arts & Design,Chemistry,Computer Science,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Business & Management,Electrical & Electronic Engineering,Mathematics & Statistics,Communication & Media Studies,Economics & Econometrics",Kaunas University of Technology,Lithuania
1100.5,1100.5,L,FO,VH,5,A,5.0,601.0,3.6,601.0,23.1,615.0,1.4,701,2.5,701.0,44.0,329.0,1.0,701.0,7.8,701.0,1.0,701.0,0.0,16820.0,1501.0,0.0,16820.0,21.9,1238.0,8.8,1824.0,12.4,1815.0,36.1,1071.0,35.4,1304.0,13088.0,11.6,16.0,40.0,37.0,"General Engineering,Chemical Engineering,Business & Management",Kazan National Research Technological University,Russia
214.0,197.0,XL,FC,VH,5,B,51.4,156.0,93.5,42.0,58.0,246.0,6.0,701,9.6,701.0,9.2,701.0,9.2,689.0,79.8,50.0,39.3,366.0,44.0,6910.0,700.5,0.0,6910.0,36.9,391.0,27.0,542.0,49.2,1036.0,73.3,360.0,38.4,1174.0,33577.0,10.2,8.0,36.0,21.0,"Archaeology,Mechanical & Aerospace Engineering,Chemistry,Economics & Econometrics,Computer Science,Sociology,Art, Performing Arts & Design,Sport Science,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Biological Sciences,Law,Other Health,Physics & Astronomy,Education,Chemical Engineering,Psychology,Civil Engineering,Geography,History, Philosophy & Theology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Architecture,Mathematics & Statistics,Business & Management,Languages, Literature & Linguistics,General Engineering,Communication & Media Studies",Keio University,Japan
975.5,900.5,XL,FC,HI,4,A,16.4,536.0,12.1,601.0,8.1,701.0,4.1,701,6.9,701.0,2.7,701.0,3.3,701.0,9.7,701.0,29.9,449.0,0.0,13310.0,1350.5,0.0,13310.0,23.3,1131.0,15.7,1072.0,35.5,1313.0,36.1,1072.0,35.4,1305.0,32895.0,17.2,2.0,62.0,23.0,"Mechanical & Aerospace Engineering,Other Health,Mathematics & Statistics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Physics & Astronomy,Art, Performing Arts & Design,Chemical Engineering,Law,Civil Engineering,Business & Management,Architecture,Agriculture & Forestry,Languages, Literature & Linguistics,Veterinary Science,General Engineering,Education,Computer Science,Chemistry,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences",Khon Kaen University,Thailand
875.5,900.5,L,FO,VH,3,A,15.0,585.0,8.6,601.0,11.4,701.0,2.4,701,99.2,95.0,2.0,701.0,3.1,701.0,7.5,701.0,1.1,701.0,0.0,9000.0,900.5,0.0,9000.0,19.9,1381.0,12.2,1389.0,68.0,603.0,31.4,1153.0,75.5,324.0,29628.0,14.5,2.0,60.0,26.0,"Sport Science,Business & Management,Languages, Literature & Linguistics,Economics & Econometrics,Education,Archaeology,Civil Engineering,Architecture,Art, Performing Arts & Design,General Engineering,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Chemistry,Agriculture & Forestry,Mechanical & Aerospace Engineering,Chemical Engineering,Geography,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Computer Science,Sociology,Electrical & Electronic Engineering,Psychology,Medicine & Dentistry,Law,History, Philosophy & Theology,Accounting & Finance,Veterinary Science,Other Health,Biological Sciences,Communication & Media Studies",King Faisal University,Saudi Arabia
765.5,725.5,XL,FC,HI,3,A,12.8,601.0,5.1,601.0,43.0,366.0,2.2,701,100.0,31.0,10.2,701.0,7.8,701.0,7.8,701.0,1.1,701.0,0.0,5490.0,550.5,0.0,5490.0,29.8,699.0,20.1,805.0,70.3,555.0,48.6,832.0,91.0,118.0,32078.0,8.3,16.0,61.0,36.0,"Archaeology,Mechanical & Aerospace Engineering,Psychology,Education,Other Health,Architecture,Business & Management,Sociology,Physics & Astronomy,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Chemistry,Economics & Econometrics,Mathematics & Statistics,Chemical Engineering,Law,Computer Science,History, Philosophy & Theology,Geography,Accounting & Finance,Civil Engineering,General Engineering,Agriculture & Forestry,Biological Sciences,Communication & Media Studies,Art, Performing Arts & Design",King Khalid University,Saudi Arabia
203.0,237.0,XL,FC,VH,4,A,36.9,236.0,21.3,435.0,64.2,218.0,32.2,419,99.7,83.0,21.3,525.0,88.6,92.0,71.7,67.0,75.8,171.0,45.2,4490.0,450.5,0.0,4490.0,31.4,622.0,19.9,819.0,84.5,222.0,48.7,830.0,77.2,294.0,50906.0,11.9,6.0,43.0,28.0,"Psychology,Mechanical & Aerospace Engineering,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Chemical Engineering,Computer Science,Agriculture & Forestry,Chemistry,Electrical & Electronic Engineering,Sociology,Mathematics & Statistics,General Engineering,Business & Management,Languages, Literature & Linguistics,Geography,Law,Medicine & Dentistry,Physics & Astronomy,Biological Sciences,Veterinary Science,Art, Performing Arts & Design,History, Philosophy & Theology,Architecture,Politics & International Studies (incl Development Studies),Other Health,Sport Science,Education,Accounting & Finance,Civil Engineering,Archaeology",King Saud University,Saudi Arabia
476.0,363.0,L,FC,VH,4,A,28.5,308.0,38.8,248.0,53.2,292.0,11.6,701,7.4,701.0,7.7,701.0,8.7,701.0,11.9,701.0,10.9,658.0,24.3,6940.0,700.5,0.0,6940.0,39.5,325.0,27.2,536.0,48.1,1058.0,75.4,329.0,39.0,1151.0,15333.0,10.2,7.0,35.0,25.0,"Civil Engineering,Art, Performing Arts & Design,Law,Accounting & Finance,Mathematics & Statistics,Geography,Business & Management,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Sport Science,General Engineering,Chemistry,Other Health,Architecture,Veterinary Science,Computer Science,Medicine & Dentistry,Chemical Engineering,Biological Sciences,Archaeology,Politics & International Studies (incl Development Studies),Economics & Econometrics,Psychology,Mechanical & Aerospace Engineering,Sociology,Communication & Media Studies,Languages, Literature & Linguistics,History, Philosophy & Theology,Electrical & Electronic Engineering,Education,Physics & Astronomy",Kobe University,Japan
79.0,74.0,L,FC,VH,4,B,82.2,64.0,94.0,40.0,81.0,137.0,36.6,382,13.6,694.0,36.3,370.0,19.6,546.0,70.6,71.0,58.6,255.0,64.7,2180.0,225.5,0.0,2180.0,48.6,150.0,46.6,173.0,72.0,508.0,99.7,47.0,62.5,534.0,22324.0,16.3,31.0,54.0,27.0,"Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Economics & Econometrics,General Engineering,Civil Engineering,Computer Science,Mathematics & Statistics,Other Health,Geography,Sociology,Chemistry,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Medicine & Dentistry,History, Philosophy & Theology,Chemical Engineering,Business & Management,Physics & Astronomy,Education,Communication & Media Studies,Biological Sciences,Languages, Literature & Linguistics,Law,Architecture,Agriculture & Forestry,Mechanical & Aerospace Engineering,Archaeology,Psychology",Korea University,South Korea
431.0,477.0,M,FC,HI,3,B,22.4,393.0,47.3,187.0,24.0,591.0,28.6,448,27.3,504.0,11.2,687.0,6.4,701.0,11.0,701.0,29.9,449.0,26.2,3790.0,375.5,0.0,3790.0,31.8,597.0,40.5,244.0,68.9,583.0,91.9,146.0,57.4,636.0,6427.0,19.5,9.0,49.0,21.0,"History, Philosophy & Theology,Medicine & Dentistry,Electrical & Electronic Engineering,Psychology,Politics & International Studies (incl Development Studies),Chemistry,Archaeology,General Engineering,Biological Sciences,Languages, Literature & Linguistics,Communication & Media Studies,Sociology,Accounting & Finance,Other Health,Business & Management,Chemical Engineering,Law,Computer Science,Mathematics & Statistics,Economics & Econometrics,Physics & Astronomy,Art, Performing Arts & Design,Mechanical & Aerospace Engineering",Koç University,Turkey
925.5,675.5,M,FC,VH,4,A,7.6,601.0,3.1,601.0,56.0,266.0,12.3,691,5.9,701.0,3.4,701.0,3.1,701.0,8.1,701.0,1.9,701.0,0.0,9050.0,900.5,0.0,9050.0,33.6,516.0,19.6,835.0,40.9,1205.0,77.5,295.0,36.5,1259.0,9384.0,9.8,6.0,39.0,18.0,"Archaeology,Physics & Astronomy,Psychology,Other Health,Mathematics & Statistics,Languages, Literature & Linguistics,Chemical Engineering,Law,Architecture,Biological Sciences,General Engineering,Communication & Media Studies,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Sociology,History, Philosophy & Theology,Civil Engineering,Geography,Computer Science,Chemistry,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Education",Kumamoto University,Japan
875.5,1100.5,XL,FC,MD,4,A,13.6,601.0,8.3,601.0,6.4,701.0,2.2,701,30.4,487.0,21.0,534.0,10.9,654.0,51.3,128.0,18.8,555.0,0.0,10970.0,1100.5,0.0,10970.0,19.5,1421.0,9.9,1654.0,55.5,878.0,28.9,1205.0,66.4,459.0,34147.0,14.7,13.0,73.0,27.0,"Architecture,Communication & Media Studies,Business & Management,Computer Science,Chemistry,Education,General Engineering,Mechanical & Aerospace Engineering,Geography,Medicine & Dentistry,Mathematics & Statistics,Law,Other Health,Physics & Astronomy,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Biological Sciences,Psychology,Art, Performing Arts & Design,Chemical Engineering,Accounting & Finance,Electrical & Electronic Engineering,Sociology,Civil Engineering,Politics & International Studies (incl Development Studies)",Kuwait University,Kuwait
1300.5,1300.5,L,CO,HI,4,B,4.2,601.0,6.4,601.0,4.5,701.0,2.5,701,24.4,543.0,3.9,701.0,1.0,701.0,10.6,701.0,1.0,701.0,0.0,16970.0,1501.0,0.0,16970.0,15.7,1719.0,9.5,1713.0,15.4,1759.0,20.7,1500.0,40.9,1086.0,25232.0,24.7,4.0,49.0,39.0,"Law,Economics & Econometrics,Architecture,Physics & Astronomy,General Engineering,Geology, Environmental, Earth & Marine Sciences,Sport Science,Mechanical & Aerospace Engineering,Education,History, Philosophy & Theology,Computer Science,Accounting & Finance,Chemical Engineering,Art, Performing Arts & Design,Mathematics & Statistics,Biological Sciences,Geography,Psychology,Communication & Media Studies,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Sociology,Civil Engineering,Electrical & Electronic Engineering,Chemistry,Business & Management",Kwansei Gakuin University,Japan
1100.5,1100.5,S,FO,VH,4,A,6.4,601.0,4.0,601.0,16.2,701.0,12.9,678,11.0,701.0,7.9,701.0,1.0,701.0,7.8,701.0,1.1,701.0,0.0,13360.0,1350.5,0.0,13360.0,27.2,864.0,17.1,963.0,15.2,1764.0,73.3,361.0,33.7,1365.0,3943.0,13.8,6.0,29.0,37.0,"Art, Performing Arts & Design,Architecture,Mechanical & Aerospace Engineering,Biological Sciences,Electrical & Electronic Engineering,Computer Science,Chemistry,Chemical Engineering,General Engineering",Kyoto Institute of Technology,Japan
46.0,36.0,L,FC,VH,5,A,98.7,20.0,99.1,14.0,94.7,63.0,49.3,270,14.9,670.0,20.8,538.0,57.3,266.0,53.2,118.0,88.4,103.0,76.3,550.0,55.0,75.0,550.0,85.4,21.0,84.3,27.0,60.0,781.0,100.0,14.0,45.7,942.0,21817.0,9.0,11.0,25.0,32.0,"Mathematics & Statistics,Education,Economics & Econometrics,Mechanical & Aerospace Engineering,Psychology,Computer Science,Biological Sciences,History, Philosophy & Theology,Law,Electrical & Electronic Engineering,Architecture,Civil Engineering,Languages, Literature & Linguistics,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Accounting & Finance,Agriculture & Forestry,Geography,Other Health,Physics & Astronomy,Chemistry,Geology, Environmental, Earth & Marine Sciences,Archaeology,Chemical Engineering,Sociology,Sport Science,General Engineering,Business & Management,Communication & Media Studies",Kyoto University,Japan
332.0,270.0,L,FC,VH,4,B,28.0,312.0,41.6,224.0,84.8,106.0,14.0,657,14.2,684.0,54.0,272.0,16.7,577.0,12.1,701.0,33.5,413.0,32.5,2690.0,275.5,0.0,2690.0,40.3,300.0,40.0,249.0,71.0,539.0,95.9,108.0,71.5,384.0,20427.0,17.6,30.0,56.0,25.0,"Law,Other Health,Computer Science,Physics & Astronomy,Sport Science,Mathematics & Statistics,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Education,Economics & Econometrics,Civil Engineering,Communication & Media Studies,Sociology,Chemical Engineering,Languages, Literature & Linguistics,Geography,Electrical & Electronic Engineering,Archaeology,Architecture,Art, Performing Arts & Design,Business & Management,Chemistry,Accounting & Finance,General Engineering,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Psychology,Biological Sciences,History, Philosophy & Theology",Kyung Hee University,South Korea
520.0,505.5,L,FC,VH,4,A,11.1,601.0,18.0,486.0,64.5,217.0,17.2,597,9.8,701.0,20.1,545.0,7.7,701.0,43.1,168.0,54.6,279.0,22.6,5520.0,550.5,0.0,5520.0,33.2,536.0,38.1,284.0,51.5,981.0,96.2,100.0,50.2,800.0,18432.0,20.1,14.0,45.0,28.0,"Architecture,Computer Science,Physics & Astronomy,General Engineering,Medicine & Dentistry,Art, Performing Arts & Design,Geography,Mechanical & Aerospace Engineering,Chemistry,Communication & Media Studies,History, Philosophy & Theology,Electrical & Electronic Engineering,Economics & Econometrics,Veterinary Science,Sociology,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Law,Archaeology,Chemical Engineering,Languages, Literature & Linguistics,Sport Science,Accounting & Finance,Business & Management,Politics & International Studies (incl Development Studies),Civil Engineering,Agriculture & Forestry,Psychology,Mathematics & Statistics,Other Health,Education",Kyungpook National University,South Korea
164.0,135.0,L,FC,VH,5,A,57.4,132.0,70.0,104.0,85.7,103.0,23.9,503,14.7,671.0,25.6,467.0,32.8,436.0,15.4,547.0,77.7,163.0,49.7,3230.0,325.5,0.0,3230.0,55.0,100.0,47.5,161.0,51.2,991.0,98.4,82.0,48.8,837.0,18220.0,7.7,13.0,28.0,30.0,"Computer Science,Archaeology,Electrical & Electronic Engineering,Sociology,General Engineering,Medicine & Dentistry,Psychology,Sport Science,Veterinary Science,Business & Management,Architecture,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Chemistry,Accounting & Finance,Geography,Art, Performing Arts & Design,Other Health,Politics & International Studies (incl Development Studies),Civil Engineering,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Agriculture & Forestry,Education,Mathematics & Statistics,Chemical Engineering,Law,History, Philosophy & Theology,Physics & Astronomy,Communication & Media Studies,Economics & Econometrics",Kyushu University,Japan
242.0,316.0,L,CO,VH,4,A,22.6,388.0,20.2,453.0,6.9,701.0,77.5,124,94.4,156.0,98.4,57.0,45.8,337.0,14.3,591.0,28.9,460.0,40.3,2710.0,275.5,0.0,2710.0,28.9,751.0,35.4,339.0,88.1,153.0,73.8,352.0,88.2,150.0,19172.0,28.2,29.0,63.0,16.0,"Politics & International Studies (incl Development Studies),Economics & Econometrics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Education,General Engineering,Chemistry,Veterinary Science,Other Health,Biological Sciences,Law,Computer Science,Mathematics & Statistics,Accounting & Finance,History, Philosophy & Theology,Physics & Astronomy,Business & Management,Archaeology,Sport Science,Psychology,Electrical & Electronic Engineering,Sociology,Languages, Literature & Linguistics,Communication & Media Studies,Medicine & Dentistry,Agriculture & Forestry",La Trobe University,Australia
122.0,146.0,L,FC,VH,4,A,39.7,215.0,40.2,236.0,25.2,581.0,79.3,115,93.6,157.0,90.6,116.0,75.3,171.0,20.7,400.0,98.0,24.0,55.7,1570.0,155.0,61.8,1570.0,40.2,304.0,40.7,240.0,93.9,59.0,66.6,514.0,96.8,24.0,15385.0,13.9,38.0,51.0,34.0,"Chemistry,Electrical & Electronic Engineering,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Business & Management,Physics & Astronomy,Psychology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Other Health,Architecture,Communication & Media Studies,Sociology,General Engineering,Sport Science,Chemical Engineering,Accounting & Finance,Art, Performing Arts & Design,Languages, Literature & Linguistics,Law,Geology, Environmental, Earth & Marine Sciences,Computer Science,Biological Sciences,Mathematics & Statistics,Geography,Medicine & Dentistry,Education",Lancaster University,United Kingdom
